cod_material,nr_qtd_estoque,ds_classe_estoque,ds_tipo_estoque
28349fcee282520f9baafcd8d1880bd2f498596f73d14c1d52fb21a37b108b3b,12.0,Utilização Livre,Matéria Prima
b999e0f3db1623c0911530d90c5d5ff6b20b2d22e09ec427ee045342df1068cf,153.0,Utilização Livre,Matéria Prima
9241ebefa9b9892ebe8abbf8e650a0b54272fdceda49350022f74f62fb02862a,313.0,Utilização Livre,Matéria Prima
6b941b1c7ebcb5e783a957b274c7e72e46e486325a33b507a81dfc9f2eb2f36e,441.0,Utilização Livre,Matéria Prima
0539ae327ec72338eb3791921ddd051601e4613338b9151030f8dba45b8895c6,2000.0,Utilização Livre,Matéria Prima
26ce16a0cef1eb5163532b59f69a55be247a5eb69c6f93d26aa93212e6f537a8,2780.0,Utilização Livre,Matéria Prima
a3d6b893ee3689a69d9b9972c8829b24625cffd199e6a4530d84bf52003d780d,2.0,Utilização Livre,Matéria Prima
0b09813642dcb3ac5d5039b8d8bead9c91fccd3646294ba0a719cefa912fbd3c,2.0,Utilização Livre,Matéria Prima
095a3e7d4487d9e79da2179f6205fd364f5c852dff0d37b8f457a536e4934978,383.0,Utilização Livre,Matéria Prima
7a642419ed59d84670f8b741e543e899b2eea58bc69777051bb6502c28a70950,100.0,Utilização Livre,Matéria Prima
fe4b087920b8afcc80ae526158937b58ecb2011a7c60c3b99f0d78d0fdecaf23,5.0,Utilização Livre,Matéria Prima
b71ad77b4218220101c34ebb7541e85fd954cd8dabe4028c4f9ffda46fa5564b,5608.0,Utilização Livre,Matéria Prima
07406a7964369713a099aee93a6c8e95933ead2cd5dcd05e0f42bbcee3f8319b,4.0,Utilização Livre,Matéria Prima
b5f4122501e043a489ac0f1e6dd70528aa3ab5c41ad6ae856ac696f996714add,53.0,Utilização Livre,Matéria Prima
153a7b2bba73e5c5446b8faab6f067bb897970256fb4ce1b906fefa9cca490a6,18.0,Utilização Livre,Matéria Prima
ddfb2428c0d69a940ef08988c88d25fa0331593e221f95dc83007d6911d660e7,132.0,Utilização Livre,Matéria Prima
627aee8b37c9605a07fa832a1b36504c3411995ca7b03e53cae5cdd4652f417c,229.0,Utilização Livre,Matéria Prima
b90e8c306f21d7c51070e9067c1e2148f6f1b35c56b1e15944891a6456caa27b,1.0,C/ Fornecedor,Matéria Prima
9c3f2496cf388d92f9b4c0e6e3f6f1f7bfda72457f2ced6d4666c2491731e76e,42.0,Utilização Livre,Matéria Prima
797d493b8bc8e8301c95d9e83662a35507a3588d59a1ba34c1b52a38cda28f43,150.0,Utilização Livre,Matéria Prima
e6a7871b65dd24e78257e1e520d260ae9a273aa72a585f340401250cb0d8774e,2000.0,Utilização Livre,Uso e Consumo
4fd48e6433cade700ed4883acaf38bac0bb9ebd01b7bc164eed736845cbdf5ae,18.0,Utilização Livre,Matéria Prima
301835628414ef935bc286e654c782f634fc5e06047d72cb4d738dd0d3709462,130.0,Utilização Livre,Matéria Prima
7b7c476c7a7690d1ee9c74f0d3660adddb73bba3dc457eda2957994e217f9c64,4450.0,Utilização Livre,Matéria Prima
10f7b0954b5252ba22dd30f1269367b90ba6ed27496cbfd9654b8e529ffc5ffd,220.0,Utilização Livre,Matéria Prima
23f0f23a3e497353b0431650ec299c5dabde226f6998175b7b26b4399e02b149,7982.0,Utilização Livre,Matéria Prima
09e4d4a2d3f7a43ad5c370c984e701de2ad32c4d30860538e9fd089aed774237,137.0,Utilização Livre,Matéria Prima
d38c94b07b5fb80630bf585c205e6b1cf19668ed40eb90f6445be67f0a8c67a5,612.0,Utilização Livre,Matéria Prima
a3bf80a8a30f7cddd27463d99ad46e2bff4f70aa2773b1bc388b694f3a3b8af2,264.0,Utilização Livre,Matéria Prima
f38b00837f2e3a065e274586eb7af53c7145f5287c34d09481d345e758b628ec,2.0,Utilização Livre,Matéria Prima
37cb06ec021daf5ff040925cfd6624f8a5f80821024c988720311a8584315001,1.0,Utilização Livre,Matéria Prima
1c0132e826f267894f5f07b43c7d8bc996bcf3c37e6a6bf2a062d9cb27431790,300.0,Utilização Livre,Matéria Prima
20c4a4d699230b16a33059d34d1421a906d2dcf8c40b13fe2facd7a25a240e8c,11.0,Utilização Livre,Matéria Prima
3b9c0200806dbe6bc5d8946007c3b52c6b2021daf3b50c13198bac42c0395bbb,2.0,Utilização Livre,Matéria Prima
4bb3b95e57174c820eaaaab40a18ecc64d9eecf8aed5c90a3ad0d5a4d87ac849,120.0,Utilização Livre,Matéria Prima
6cf3ad0b0c11b63bc4df9039f96b06fdefa36078c24f8d167266ab6fdc7e1c06,14.0,Utilização Livre,Matéria Prima
93d48d1d927ac04506b24ea81e721df1872d5cb8cfabd2d93a8bfad165e5a221,36.002,C/ Fornecedor,Matéria Prima
942d96348d8640f58bb873351562448423a3517a8abc06f43790544491145fe1,183.0,Utilização Livre,Matéria Prima
980d2a208c4885b297a048c333429e1b68c89d21489e7a02c982c8163d014feb,2747.0,Utilização Livre,Matéria Prima
da5342813b6bd8f257706d7f248f451a148015e9723dfc8c6353635d16711ffd,15332.0,Utilização Livre,Matéria Prima
f62b2e2ce92a6592804acaf87de44ec5d2e9223424ed8651a4731e4e8af11d84,2314.0,Utilização Livre,Matéria Prima
b1ea259fa0f235c6122736215e81186e6aec6464c60faa94bbfcd422e76ec150,705.0,Utilização Livre,Produto em Elaboração
03bed9cfd8c9552e272a32d415b7bf49dff75cb17091917298ba72943487ec98,36.0,Utilização Livre,Matéria Prima
7f5561ff09df201f224d0f46b438b6e86fb9ad7226a9d0c814923bc12da9236d,1.0,Utilização Livre,Matéria Prima
93bbf728375be61e796458a3d31d93c2b8abb2da5fb36779f267e0435e4ac213,50000.0,Utilização Livre,Matéria Prima
cb1ccbc7ba2709c1f2dd64259d436b19a624a41966faf3e48cb0856ac229dd41,120.0,Utilização Livre,Matéria Prima
a4bdb562308d4c29ede6b4db73055f61c90382d4fbf094a7812e477c9b145dae,330.0,Utilização Livre,Matéria Prima
121f021c0f0b3b2f55aef38b0e5f6be52afea7071736d63f3e99cec072fe94e5,400.0,Utilização Livre,Matéria Prima
98268e1354553cc1a12ce4f4ea64b1bd4d2c1c47cb52ff7ce33c82f3df1e2f55,200.0,Utilização Livre,Matéria Prima
8fa8e5ccbdce31d4af561e20224b122c000743ea24f79f2f07fb6dc8e754bce2,68.0,Utilização Livre,Matéria Prima
33ff11582d2845c460a6be78e89053e448d3f40d2856946ac308f76cc1fcb127,692.0,Utilização Livre,Matéria Prima
48b49e518bc65f6535fee47843864ac3c981f5bd4d8de0b25ea6da253fc39b45,57.0,Utilização Livre,Matéria Prima
9b01fa33bbb521af2630ef35fc2065d82ca4f3758212c133d0c584adc1bd2b83,204.0,Utilização Livre,Matéria Prima
bf1f0fd47ea8f035755873260ca3d60eff3334ae6fa992972ce244c6d2f431e0,2.47,Utilização Livre,Matéria Prima
dd292d045de0f5717cf2c117f1868b4ecc4dd18167d39439e743e7e46716c181,650.0,Utilização Livre,Matéria Prima
a9c73ece4afbc6d9982cb99b11a9c7d530570449884b8a1fdd56348381d45386,31160.0,Utilização Livre,Matéria Prima
5f6bdbadc1888c251cefa4bdc355518bd13e3a07001568bf7a119206ce1da57a,281.0,Utilização Livre,Matéria Prima
f300b683a7d8c1872ba01cb6e973f18132db664d57a00c143ec9c8ac41b65a62,48.0,Utilização Livre,Matéria Prima
8fbed4abe943f76d86e8b23ce7e61da5a5ed621f346afc0736109d8052e2d13f,1.0,Utilização Livre,Matéria Prima
7462f529f66d441e563baebc3009527370eff0234b6b3612590d66d7f6038725,1.0,Utilização Livre,Matéria Prima
ba0a6a8dff02aaadf146f7feafe23745e90099ab25c490ca5f7816371a1f61b1,120.0,Utilização Livre,Matéria Prima
96dda127cc94e928abedb9196840dd3069544ed73bcc52d91c6acb82e0074988,120.0,Utilização Livre,Matéria Prima
11acf6b6d4ad4560b73149b6e36c640c083cc60fc0f822a931a90b636328c31b,6230.0,Utilização Livre,Matéria Prima
7f215c94cbdd2fc06a4ce92e323c4352c92dde41c104d19806e7f4ec707f3d7a,370.0,Utilização Livre,Matéria Prima
a57c8e4442c9842caed6fb8fef59461445ff85e35f7b0d1eb6b683b219510e17,537.0,Utilização Livre,Matéria Prima
26d75fb50a34ea85f7f7360d83ae99c750c1d6ea10ca0dad3f458619d4fb1a8e,76.0,Utilização Livre,Matéria Prima
337514c886b73e5ad751467bd246074c35c1bc93c7da75586d438b4ea81bde73,2.0,Bloqueado,Matéria Prima
8bb9aeaefafdfcdb4bc5116727accfd46d45dec1eb9cb85623838a92b8ddf183,724.0,Utilização Livre,Matéria Prima
8ffa85da7abebaabeab0cfe1893898ac1b2e3e02cfee74b94a45287e1c3857ab,306.0,Utilização Livre,Matéria Prima
17c7ea196b57cdf9b657279f9417ec105f90d3975fe8a6710eb348c28ce14904,11566.0,Utilização Livre,Matéria Prima
8758739f841d4cc15575c60023de823ab6a8fa7374b1e1dba4c0cc7eb47c0578,2341.0,Utilização Livre,Matéria Prima
93f8b810edfd134a0c31ef69109da3fb89cae99360695bd8808df827db714599,489.0,Utilização Livre,Matéria Prima
d649476f6d2339e6f70662318f3f9c1370dd08a2101fad552783e0a88c0803e2,4980.0,Utilização Livre,Matéria Prima
c58fa2fc40551d0fd35b85a2eda95ed8a21fb54ab762a5f40d40de1cb7111178,1284.0,Utilização Livre,Matéria Prima
85fa6313c31fa62184271b15e8bf494f3b619a866a8e25c2d79459f0054624ca,338.0,Utilização Livre,Matéria Prima
1bf28c4958f4ce4bde109cb9e6936a40ff7235369a65a198473bb7d7a7466ec3,734.0,Utilização Livre,Matéria Prima
feebf44d0905afb9b96685ff2e5c278d33901100af2f85335f2dbf8c364cd638,966.0,Utilização Livre,Matéria Prima
7744ff020bf1f085e5985c98b208c640940be263fadc39f571e887b42eb861f6,4.0,Utilização Livre,Matéria Prima
e35e6f5d4c26271dd6831a55301e857d6d1cd1a04ac9d7f9eecc377e42f05a06,38.0,Utilização Livre,Matéria Prima
1cd3cd6bf2d3431736bf83c6de9d1b3341fcceefa94dcd08d41e2061221280d5,80.0,Utilização Livre,Matéria Prima
82b8768fbc01c3fdf28b84f527a4e185686a0533a4277f6d80a402f541ea4500,12.0,Utilização Livre,Matéria Prima
1132e335bf19a973ac11cb5101dd615b87133e743c70762ef1a03da9cee61cda,24.0,Utilização Livre,Matéria Prima
735207065b2bdf224dc429d82efa063b7512d780106ab57a6151866e2f568161,5.0,Utilização Livre,Matéria Prima
a3ce8bcadfd3fbc1e2760ee8577158c5fe8339899730f3414b2f236677b72c91,138.0,Utilização Livre,Matéria Prima
a71422cff273535b2ef769e8f0c9faf963e680494069578f74b986bb6efe3a9a,32.0,Utilização Livre,Matéria Prima
c9bf983cdb7c829dc5587b9db4c2e4f49d85079e7f712829f1890193f2e181be,298.0,Utilização Livre,Matéria Prima
ff3f55a1a22ec8e42e4293a9be6d35be8da669baceefc73e944d352516ed763c,679.0,Utilização Livre,Matéria Prima
f458730752c58da465f2dd2bf22465ca5cc5227e158de96f5ff39c5094e57885,2.0,Utilização Livre,Matéria Prima
392417e6035fafab6c621d1a3e30f1326cc18b3670c0052233907cf7395ee0f6,2.0,Utilização Livre,Matéria Prima
be0526b4a0d9b740a8e34d1114a95c180c0699a2445ca37f40bf759deb83184c,623.0,Utilização Livre,Matéria Prima
8b62c1360718945c5cc7179747356f96d4deb4d3581008071402160dc9567e66,105.0,Utilização Livre,Matéria Prima
66b63b0b5f8e6393e5fa5045039e3f16c69075811afd40820bc8d329b4967baa,32.0,Utilização Livre,Matéria Prima
b5cf3bdd7c843cb51c25e0cabce7832981e171ee28c4dc2d6736dbf07b25c1a7,68.0,Utilização Livre,Matéria Prima
5807dfc78af128c83e43082594e648d3188749f2a9b85db2281b20d625a64130,6.0,Utilização Livre,Matéria Prima
8fe8f8578a9d8177e3b44626fdcf57eeefa6b65e8a90eeef048e1b3f82dfaa5c,6.0,Utilização Livre,Produto em Elaboração
397f7ef3721b233e430e96955cc51c996b9a2fdc42629e7b342be9558ed9d068,6.0,Utilização Livre,Produto em Elaboração
25876cfdc2e8e2238615eb8d3e9718f0fb4f7ac60eb47a8d6d52c8302ef95627,3.0,Utilização Livre,Produto em Elaboração
fd0ca91b7e81313541da87bbabf54bbeb81e6167c2873d7e653b600803114197,9.0,Utilização Livre,Produto em Elaboração
5fd9d5c03ae243fec2746a7aec97453b1a9714701844a7ee2f52d04b97e1d597,2.0,Utilização Livre,Produto em Elaboração
280673bd44baf6bcd4e8b6cdd0ba4183b509a83a8af95f0992c643d696cad9cf,864.0,Utilização Livre,Matéria Prima
1834cac0974bca46cef0394eaa2dcef62a259eb2f7a3fa1bbed184334846d8a8,307.0,C/ Fornecedor,Matéria Prima
cd5d81f1ecec7c60547c282aa52ad467faad6e199f5c3b43711f202bb63718e6,111.0,Utilização Livre,Matéria Prima
904c5862030695c1eb206ca24f500d8e84524d88a42beccf71e148ee624ce82c,58.0,Utilização Livre,Matéria Prima
d3bfe7ff2f72c60cf5be74d1e393cb76344efb5dc9dcd2951385193d864b16ae,3.0,Utilização Livre,Matéria Prima
442bcc389d3f53193467d1f23e543a41125a3ff1a691d4d04ad5f47731680644,12400.0,Utilização Livre,Matéria Prima
fe1832604b5b8c65315e5c5344a2dd7098f4d9771efa8fe544bf582d608903d9,1.0,Utilização Livre,Matéria Prima
c43b88c03fd3f81d396c34c84f788eb9c973434006e23a56cfd7fc53fd025fbf,13.0,Utilização Livre,Matéria Prima
9caa4ab6ac55c56bb1d3f5a7ce511985cf27fa826ec765a99c9b4250fa5b9aa5,68.0,Utilização Livre,Matéria Prima
39e9e0c4485c802a13214b3c3597664fa8c7cd56314b74b688a32310251d354a,4.0,Utilização Livre,Matéria Prima
44c78bb8b1f875c79aea57badd0f4f451e4bce6adfb2074c25b42cf341fd44a0,16.0,C/ Fornecedor,Matéria Prima
d21235630f78caab87800deb29183d0f55c6c8809a791d05969db19f39329819,96.0,C/ Fornecedor,Matéria Prima
0165e4fba092157d3493f6aa3f94017f68be520d62fc0df94503977703b38add,92.0,Utilização Livre,Matéria Prima
0e19c7a659fde196460938e6f25062ab8b2f0415aa489507c0cc54175e6bf32e,246.0,Utilização Livre,Matéria Prima
d466c5ddf789c2f5a7710a975244b4585defb41f677e701b43a8a625f27cfdfe,92.0,C/ Fornecedor,Matéria Prima
1dad5f705c7d5217cf8a5e8c14397f93d012e127deb7182f9c49b1297cfd4226,92.0,Utilização Livre,Uso e Consumo
a4b727724aa6ee2eafe175691d8be0c9679bc8bd322a9e68c88dcc96c71a1464,7.0,Utilização Livre,Uso e Consumo
3c402093f93d40410ca4887d2a045003d596b0a2ce2c2df74faf486c988b616a,2.0,Utilização Livre,Uso e Consumo
8f7c63796503c48adeae1271ca63462cefbd1d0cc06422492aa86db1d5684ece,1200.0,Utilização Livre,Matéria Prima
f6cd3cb19b512b3132c68350be5285250ff4b6a2fb54eb3fce91c1f4e06b2387,3.0,Utilização Livre,Uso e Consumo
05d4a8252ac5679785b8bc29204b10b2d67159cc6f697ef2978312f36888a1a7,10.0,Utilização Livre,Uso e Consumo
068541821398517432f179de4b72cc011d294e7f9f37bf43779e3f99f0daceae,300.0,Utilização Livre,Uso e Consumo
f444ed70267fe0a0a6c4a82f07764780ff6792cadcdf4fea2928b617a5a6f901,3.0,Utilização Livre,Uso e Consumo
8478c9f776df109a88157d78a125b4693dc312024e9a381f3978b7690b98110c,7.0,Utilização Livre,Uso e Consumo
258b46ce16fe47c2299008c742a1cdaa04b886f90349f8e6a9dc3507242cc54c,13.0,Utilização Livre,Uso e Consumo
522f543abd507b7b99d3ac70d0f73fd0b45a4e0dd9866f026fc20e72517ee610,3.0,Utilização Livre,Uso e Consumo
e52e008dca3e22069ba358f05881c42ac4890aa57b81c728392079464429968c,68.0,Utilização Livre,Uso e Consumo
6e8df8873490b0c1697511422b138f06c17829350a5fa6df19afdabe7f6d8ec6,11.0,Utilização Livre,Uso e Consumo
4edd749ac3cf56dbb64009362fcc1c3f70914b324e02425093fcdb53982941fa,11.0,Utilização Livre,Uso e Consumo
09f85b388882f95a71278064bd58a2ea9506471d924eb43022e6924a0720b9d6,11.0,Utilização Livre,Uso e Consumo
05d82074224dd230f882bffda37f9e4616d244b7e3da17758b051dd9b1acc404,104.0,Utilização Livre,Uso e Consumo
97300ff85f1e9c318f1f550ea11f6d794a72d01f3256f398c03c1225bdfe33fb,3.0,Utilização Livre,Matéria Prima
d03020cd339ed172830bd86356add47d7f4895569f3cbf55c2bf1a28ee7aa8a0,169.0,Utilização Livre,Matéria Prima
ba7832bb8012d53299f59372357b8f892f8e20f0d2543d1733e154ef8738310d,11.0,Utilização Livre,Matéria Prima
ae98a0d90d3c7db2235a27758bd0a9cfaa4f7177045def9b06fd9ab7e10b1181,1.0,Utilização Livre,Matéria Prima
02e23c6f3e719762a574f546456d04065d979c8a2e0bf7525d17db2d78f604b3,22.0,Utilização Livre,Matéria Prima
dd0f8723f92921e39a4ad305abf4bc7c533eaaff215942ed494cc9381aaed0f9,19.32,Utilização Livre,Matéria Prima
4a68292a835dd9f74a74b0a4a3d08a6ac5138973d125b1c73df62317dbd837a5,1.476,Bloqueado,Matéria Prima
da1d4978158b5aeccc2b0e11d25138d4f809d20214d836ae327ef0a19a2fac7e,1000.0,Bloqueado,Matéria Prima
76d84f86c7135986fededa429d538183296d17f39bd7df8c483ee5ede160347c,249.0,Utilização Livre,Matéria Prima
b713d7dce12eb2b47fd0d74bd16be613843397d6dc97f06e399a1d9cf00a0403,2642.9,Utilização Livre,Matéria Prima
1622a3ca3a1dc4b7b3da6087e1a33b1004291fa1a06aea314f3420548bf8f891,20.0,Utilização Livre,Uso e Consumo
18823a61835c84aaacd6a5fca9d86af693843b154b01ec7ba8c4f3c9639ce415,9.0,Utilização Livre,Matéria Prima
b6bbea35fd96628651818b7a8df69abe89d404c2435b814e763d9f9be89995bb,255.0,Utilização Livre,Matéria Prima
a7e71716cd97250ccf89ee7159f2d3628263869d0bb11ed38f2afd200d8394c1,8.0,Utilização Livre,Matéria Prima
4504cbabf6b7f0b9db33252138ef18c7577c041eed916beac93114cfb40c0407,1.0,C/ Cliente,
5dd311c355cdbb823bda3408eef8af0656d60fbe48df5b21d4a4206e36b05d39,22.0,Utilização Livre,Produto em Elaboração
431e21d3d5ca236d5b14ec38046c88e98eb96eae8262055881b6c5bf9b3f62c0,2900.0,Utilização Livre,Matéria Prima
4a09d2b4cb86be7dd86a3ad7746ce050a9d77fb5bc9f40da0dc2e7bb47183f1d,2709.0,Utilização Livre,Matéria Prima
ea46c2dc2f258113704137f05e81901a0dfd7f7c3e3d82bea5a223cc60dca771,12.0,Utilização Livre,Produto em Elaboração
3d477f6995a36c587e6d1682ad0b88e19c53a667ac3afe679ed440cbaa8a5439,208.0,Utilização Livre,Produto em Elaboração
916d919b1273bee600b41b71d5553f487c615689d31c6b30c6bd8c5830ce7937,62.0,Utilização Livre,Matéria Prima
92cf723342108a6f77a497258154a2cd2bd0344b31b005101eee797c83ca9337,57.0,Utilização Livre,Matéria Prima
483130b3a9fbffc455e6b313b4af35be05d500bab4d4a7cab0925212f8de7b5a,44.0,Utilização Livre,Matéria Prima
e1144d78b4155d77aac423065a3afd464e9178a9cf76fb65a3e6032b983f6f48,18.0,Utilização Livre,Matéria Prima
89613bdbc52c8a69f719ae7dfa784b95ef3ca5d46772a015710ce5e48565ee2f,2.0,Utilização Livre,Matéria Prima
18d54e03a358d890cc57a2b0d52d5dc493facfeb3120d36e038590577314af0f,2166.0,Utilização Livre,Matéria Prima
840e5ecfda30cacea4e12f610f248ba4b9fa4447094daf19b6fa0587ca54dccc,2578.0,Utilização Livre,Matéria Prima
6533d8b27f1f57dbfad61181ab8e2a01c5a233e7b95882705f8edd205fa8047e,258.0,Utilização Livre,Matéria Prima
130229262fd33264b73c2c7b3bc56d391e2f1543d1708373f9dbe3c6887a5fc9,620.0,Utilização Livre,Matéria Prima
858e93b61cd21fa807111ea7bad458884ae59389877332c9378443422eabc740,180.0,Utilização Livre,Matéria Prima
01456443abfb4b2308f93d2866339c832a4df2fd446d9ac8e361a1260ff3f2b0,6.0,Utilização Livre,Matéria Prima
04d156663e262c60c7670b5c4bbf66aad6c90bd5773e29a5b2e6cb8a8ba6e1b1,14.0,Utilização Livre,Produto em Elaboração
33dc694b23b431cd5b656b36bed5acb2496fb872a777da8289c3b737470eb314,136.0,Utilização Livre,Matéria Prima
d51707df901a46e2ad6cd340b9266a4d3a9fc63741425f52461cc0f805e4bcf5,8.0,Utilização Livre,Matéria Prima
a0fcdfde417d7cc8304a59cf3c211cfd47918ae062820c705abdbc60b4efe98e,357.0,Utilização Livre,Produto em Elaboração
b3ae7c189453cb09e8689e55d3ef22baf82ec1a29afd47a341bdf8c95550ec4e,32.0,Utilização Livre,Matéria Prima
d3b9f5d353466e588822314a10f1f993d28cc406aab1eff97becba6530d36232,2.0,Utilização Livre,Matéria Prima
8b3f2fefe5d473cffc7f7af6a46d1a4462a45869ce785845b8ef72444ea9e22e,6.0,Bloqueado,Matéria Prima
22463638155ed0b84981c9b3b040d100db8a0445dd5cef4920cd04bf4f79cd51,4185.0,Utilização Livre,Matéria Prima
5359e4464a3cb1f08d1566fc28c7c75f28a1ecd4324acdb0201507978ea8b845,18.0,Utilização Livre,Matéria Prima
87f54f8fe1ad48d94a317a7b5b1e7b0ab6e8f7970c92ffa361735a1aab686ae0,3.0,Utilização Livre,Matéria Prima
65ea1a13b10b4f89db7db89e3648eaf9cb8838cc18115035954a2f224a8d2808,301.0,Utilização Livre,Matéria Prima
62d424e20fee782fb2cff0946247e9bd544527af784662ac6e332cbc0d23b4f8,4.0,Utilização Livre,Matéria Prima
66f06a0853f24449e0e167ec8b3ae5b223f8f3493770cd5b6cecab84cc00f72e,1.0,Utilização Livre,Matéria Prima
5a81a541ade01c3206ea5883cdd313ec90a6c48b48cd1acf6bc799fa54cf7055,594.0,Utilização Livre,Matéria Prima
a34ea6fc44032e99de6bd8c67b2362582130a62eab00b321aa04d05dd712447b,213.0,Utilização Livre,Matéria Prima
23e0cde541ebe47344e44ace63e0ec93128b117430abf14cae87f87112725f71,1.0,Utilização Livre,Matéria Prima
b755ae042f7cfc14ec6bcd7cbe4cbb790594575408b5627e63991c06e0ad1c60,12.0,Utilização Livre,Matéria Prima
144ea625a57bcc9e4dd36ed87dec4ebcdde42ba37e4a67117a96ad59cd2cc560,14.0,Utilização Livre,Matéria Prima
eccf97c46f8c9b11611a9eb9a2d098415b4cd5fcc8a9085a3f4e4855b8a9797f,4.0,Utilização Livre,Matéria Prima
0b58f7c206ab12f3b4504dc0fccbe774dab7d28f317ad5cb855b5aec710606fe,307.0,Utilização Livre,Matéria Prima
f6321e4c6057a7ee18bf85e471a414981c64ed4b3ce01db6b2537ee3969eae40,20.0,Utilização Livre,Matéria Prima
d9125d4364fdc4e43369acb92c59f8ad3e22f401387671cc0bc750fae993cb63,576.0,Utilização Livre,Matéria Prima
0d38376cfdbacc03a29ea2f4668ff78f4398db203a1bdfef438354124645a405,18.0,Utilização Livre,Matéria Prima
b0572005a63f996536b691574743c1a23a7bfb94bc6c29ca46c6e41f73663850,10.0,Utilização Livre,Produto em Elaboração
a86ccf52268762dc9e700da3a66a4ef09da458cee8e9967b174119a690958b75,1.0,Utilização Livre,Matéria Prima
896934ec2af674669b8e94e83cf9a995880d3b39f36acd55e80985e126d4878f,31.0,Utilização Livre,Produto em Elaboração
cfa2582cd97f8f2b65a9cb2a2fba56f3b456a69f0b54a4a5cdaba2d4c42df03c,3.0,Utilização Livre,Matéria Prima
833395257ed4b08e48634a3453e37d6a80696d445c4358811bb3b6227fa03c26,2.0,Utilização Livre,Produto em Elaboração
ca5d984ebd93c61a01c84e095f5dddb58938796569fc92c6b7f7ba213d61252e,80.0,Utilização Livre,Matéria Prima
e4b70f9fd84d7c3673c109b13081094488b9f0d307fe8d1cd4af801b0b81371c,21.0,Utilização Livre,Matéria Prima
b12c069c0e3f8215444a6bf9b52b16ec48ffbbfa86286e3104faf65d34113a2b,10.0,Utilização Livre,Matéria Prima
5b6140630b37a940fa756fb6512607570a5bfe86aada40b3559837ab8341ab80,12.0,Utilização Livre,Matéria Prima
71e777c89fdc6dae868b9f48e486a88443632690d4effe5eeb9a2f125b12e87a,24.0,Utilização Livre,Matéria Prima
06720502cd1d033eae637b535368c0d158dbbeae4332e27d573b1059fdc604fc,22427.0,Utilização Livre,Matéria Prima
e015e100444d1f4389164b880381a037b58dfbeb0d94a06a8add5df8039f1abc,12.0,Utilização Livre,Matéria Prima
a232a99e328b9caca731a790bd7376084911d90e08e513269f20ecf319943bab,7790.0,Utilização Livre,Matéria Prima
a1b5928ab2551a97913e05edec91ad842da3794ad20597bd3acfb08aed9d66d8,480.0,Utilização Livre,Matéria Prima
96d1bffec3f5e0fc6e1a1ef4def551de2bab6fbf76281cea551b604a829642c8,500.0,Utilização Livre,Matéria Prima
785a64bbbceda926433e1ba56bdff0f5a25b4e2a7534e5981292b65ea44e4ca5,538.0,Utilização Livre,Matéria Prima
0c14a2262c6bfee31f10804c86b9e52a7251c48555491ebe01f67fa7c70b8d20,4.0,Utilização Livre,Matéria Prima
63c339f845530677e62118e8c4d205dcb8882184b94c84536b10f660f3fdd885,324.0,Utilização Livre,Matéria Prima
8ffa85da7abebaabeab0cfe1893898ac1b2e3e02cfee74b94a45287e1c3857ab,260.0,Bloqueado,Matéria Prima
6dc9a3de97f54199c3bce0426c7f2ea324905272c2e6010aa91f1efb7e7ef8fb,74.0,Utilização Livre,Matéria Prima
13ac8fc2996f76f6cc5738f86a5b65d41dc060723611efae43088fa70b928665,108.0,Utilização Livre,Matéria Prima
278475c9c5797368411679629f73ff4afa3812a576e353c22baa5e5d6557294c,40427.0,Utilização Livre,Matéria Prima
21335157e8419455b12aa922ec86e11cbda29da7dac90783d19fe1089e3921db,27.0,Utilização Livre,Uso e Consumo
7838bd1fbda2950f302c7a6136656db87e194c7646d3da6d1ff8f9698e545f6b,125.0,Utilização Livre,Matéria Prima
cbf11b6b755d56897a9fc8f554beb2a6eb0967972d8571fe143915ab6fdff495,3.0,Utilização Livre,Produto Pronto
36d040fb7aaa4b9c5af6c80a47c55839106aa4d02d339df7725f680d1510e5d1,212.0,Utilização Livre,Matéria Prima
126b55c87f22a1abef6fd5d88f5147741cb33424a452dc063996b4f1c8465128,114.0,Utilização Livre,Matéria Prima
a06f7ccb4d5f84b1bebfa72365b77515a10a4f056d3a82ee3a0e06ecd95a62b6,2.0,Utilização Livre,Matéria Prima
344d0d20a40559bbd3fb2a1c22f2a4132c23a99ff9049454026c3d8bd59a2ba5,1.0,Utilização Livre,Matéria Prima
f35a3b0502f94eeb617deefbcdffa7e1c01354f01e97149ec295ccc62df1ce4d,25.0,Utilização Livre,Matéria Prima
a3ce8bcadfd3fbc1e2760ee8577158c5fe8339899730f3414b2f236677b72c91,2.0,MTO,Produto em Elaboração
2e482781c821faa97a073437f5af0aea463a256b2bf3dc6862bae1654afe5b4f,498.0,Utilização Livre,Matéria Prima
3d75f83efe722f0aa40ea4af190e198201143e7e27730e51382cf0f26b093f42,134.0,Utilização Livre,Matéria Prima
1f83fa77192652d10115578cc2434ed9667f78745fffb4e35c660bd1ddba2d84,2.0,Utilização Livre,Matéria Prima
e39d8a85114490d0dac1defc89e89e8dfe53284593b7dd28af5801ef3136ccde,455.0,Utilização Livre,Matéria Prima
2e8526c8ba3caf8222365a34633ba85aa6e38cb1a56fd125d7240cf5904edbe8,192.0,Utilização Livre,Matéria Prima
3a9af4ef08d5b3a1569186d0ddd1fcd76a47ba85fbae9e73bb2f242892678bbd,162.0,Utilização Livre,Matéria Prima
