cod_material,nr_qtd_estoque,ds_classe_estoque,ds_tipo_estoque
e3abdbb357db95b67ca48d0f93be922560328b35a36e54f04fd6e0f54bc1b00d,1.0,Utilização Livre,Uso e Consumo
9b8897d44bd2719a2eb6f84f4b4edcdcbc20b832fe74d20bb500d67e9957c840,32.0,Utilização Livre,Uso e Consumo
d76b904fdd559f3e6e4b919117a30fa24d0071b764faab76e362dfe16261e9e9,1.0,Utilização Livre,Uso e Consumo
d1cbee741196f3c3bbbc9d9f4b3cb9e95be8d0f0015c0b77035a62d7ef8e18c7,40.0,Utilização Livre,Uso e Consumo
e0572927c14ad6189c5ce4195c9785abc5d1b913dad1e064da032cbcc848ebfd,1.0,Utilização Livre,Uso e Consumo
acbe7d707a15d0d170cf21c7f83937bb6ce6d043dc4bbd71564f0074b0e3e34f,2.0,Utilização Livre,Uso e Consumo
2a48ce119d8e1d36304776ed46eeaf6736bc00c60accbdf72c48b0d1c659cd83,1.0,Utilização Livre,Uso e Consumo
022728283335a691f5b96800d445ee7b5c0e017df2ea78f6614973d40f49061c,1.0,Utilização Livre,Uso e Consumo
514ed221f4d0f958c232a352e37ba860302738952a1c47aa6dc3cef9bd245820,2.0,Utilização Livre,Uso e Consumo
72d551aa673e8834f5aa5d33d5e7e10a570163cab5a5cdb510b5f6ab02e0a05d,3.0,Utilização Livre,Uso e Consumo
b42e44d2dc9d79e7e6d8c193c05250dc74dd7a3b26416d458a52a7e4d10b0c1f,1.0,Utilização Livre,Uso e Consumo
f4e400081aa76d2ad55c8cc41db1a7d7cbc6d8fe6d8fa81f5a136c78fd4cb74e,1.0,Utilização Livre,Uso e Consumo
8149aefe4ea0e0d9d872418ecc9c4b371046883a9b22d4f956588aba448a4bfe,2.0,Utilização Livre,Uso e Consumo
0bf9f263732ce562277885daba2f1da5a643543700618f364086cc844b1bd524,2.0,Utilização Livre,Uso e Consumo
94c3fb66a8cabd54b041994568b696d496603376e43d10c9a12566b209070d47,1.0,Utilização Livre,Uso e Consumo
411e7d2c4d9f81d4495435370eab1af3a2ad8b3dee99985d1e8d1e1487fcb5cb,3.0,Utilização Livre,Uso e Consumo
fafbcfc95ae0bfdad5e580ff1882a75fdf8120452f6ba7eb2d3160c442e77a16,1.0,Utilização Livre,Uso e Consumo
43740048048b140b4b15cf0850586d6d615e23a96f72616ca76bde505c24555b,1.0,Utilização Livre,Uso e Consumo
0aa9a55eb9bfcf33ff27efb4f63613840ef330870c7f9e580ad56237be58e741,2.0,Utilização Livre,Uso e Consumo
8b419d2d121cf7b748ce44cf0559901ab803c7be3add0cd567c252d4c89df030,1.0,Utilização Livre,Uso e Consumo
337b412221183108671b5b8814583c1f3cfb9ffa53ccd2757797a65e65c34fba,1.0,Utilização Livre,Uso e Consumo
ae587432b3ca9aa99fbc96a10f13c777dcac4f721885e204942ebd5a61d445d6,3.0,Utilização Livre,Uso e Consumo
403286e94e85bcf11a99c2f0b031b3fae7e4cbdf9bb8847ec1bd3a3e6b2c2887,10.0,Utilização Livre,Uso e Consumo
b4443cabb9a4dacfd481393cbf0b0a60f3b0fee8566e09364b60ada6a53da844,2.0,Utilização Livre,Uso e Consumo
7bddfa46d8d80cacdb036d1ab7c8fff2932359353204f124e11d2ad37a44561a,2.0,Utilização Livre,Uso e Consumo
4a88ec0694e8f0da0cfd9fde99677d180088a5c57ef52da36dafa156d85a0602,300.0,Utilização Livre,Matéria Prima
24e6ad3ae4fa6f55640f66d3afdb0ac9ac927d632df86a35fcc8412c8588cbac,89.0,Utilização Livre,Uso e Consumo
722105ebd0a88496181a5d64a13834f75653e54e918497711e03fae460871081,38.0,Utilização Livre,Matéria Prima
9c98403836aa7e1e460d7db3bef674941c4ef7b1cbf94ffd356f7d571e9231ee,55.0,C/ Cliente,
2bee46080eb956e5602e56704250e0510bfae726191a8d0c78de6be3f63e39f6,11.0,C/ Cliente,
f8d89819322c3ef7e7589e1a0a86c03cafd93d7bd124bcf9ad2890bab74c01a5,7.0,C/ Cliente,
1c0c530b9def52a35a712d83c8b6abc852f30fcaed9eb2db13261cd55722b617,6.0,C/ Cliente,
baa81aa78d553ba3d721617662f7537399c27e0a6f8968e4a699a9fa964a144a,42.0,C/ Cliente,
6c157e7b64b00e852a1db7e4a1f5ef4ec6fed0c3234bf266d9533f7952f1382d,18.0,C/ Cliente,
e548a34b4d4b86f93c76ba9bf1692b5961008f718eb1b991fcd835a2492cd758,2.0,Utilização Livre,Uso e Consumo
69141295a715d1c407396761d3380076c68e6867524f94351c3b6fb5db18e6a5,45.0,Utilização Livre,Uso e Consumo
f495c406da2856e922664d111e54660630e54f324aab4c81d44b7ea80ce1f1db,9.0,Utilização Livre,Uso e Consumo
6a3d057f2d512876e115d9bf9530eca85d1a017379298c3fd65da66cd602fd02,7019.99,Utilização Livre,Matéria Prima
f5417213d3331aa3022671259337137436a50bb9208a2b499f8f70706056288b,150.0,Utilização Livre,Uso e Consumo
e033be41b27a39b45b24f6456258821e327a7177c1cc73f6080854cab0efde16,12.0,MTO,Produto em Elaboração
30230c9f2e2811a6105c18e05b5eac89e545b28f8cdc937df85d8923ef371f3e,17.0,Utilização Livre,Matéria Prima
064ba4ed0d24bff8beaf82b1cf101b011ac78c9bf2438ab1ec2a3f25168736ae,10.0,Utilização Livre,Matéria Prima
d79c4948f0635b78608a795f37c2ae7ea7a3538ab69b1171bce7508e692d7a28,9.0,Utilização Livre,Matéria Prima
ce3a18687e7981c3e794e4ed793994f6d915dc8b4815a150b2b5fe42f894f1b7,8.0,MTO,Produto em Elaboração
b70287da0e89acd30e9bc096d085b85a3ea8023e8590ee37fd22bb1332f5140f,27.0,Utilização Livre,Matéria Prima
c16fa4018dcc027375dc8979cb98d3f842a620ce3b2229af8a9c60b642b8a2e7,35.0,Utilização Livre,Matéria Prima
2df866eb6f52baddc20deceef385343ef27e710ef62e8a78b2a763bf151981e6,78.0,Utilização Livre,Matéria Prima
70716754efb45ad79ac50f406ae57dee7053539fe16b8a7b9665a92571e94070,2.0,Utilização Livre,Matéria Prima
d2118564bf592fe0cc06e0aff47ccad200ac056ff6e4c4e7890953e7a471e310,120.0,Utilização Livre,Matéria Prima
ce02dac2287c75f2f58685fe2e833e8bc48e98e31d9a4c0bae41971473d6cbc5,70.0,Utilização Livre,Matéria Prima
2cce5435971e22877d3d29aff90788a923a42b51ff21df8aa8fa2e11355eb679,155.0,Utilização Livre,Matéria Prima
293e9a61d29b29b278bfa330c79df263b9841f128e7dc9e1e5d3a00903fa5754,30.0,Utilização Livre,Matéria Prima
29361b919c362c53f47d0b81572f6c2f229a0e65322c4b0fb33fdc392d43d125,10.0,Utilização Livre,Uso e Consumo
da21bc066986d81a1ab93ccecab178b1b52fca5827a807298ce4a0ede160e379,16.0,Utilização Livre,Uso e Consumo
de5d0ed6fcbc5ba70193ae7d61f0f4dae5a0d0b83ff181e1ccb9774f6c364052,20.0,Utilização Livre,Uso e Consumo
df795311385e9e0e4ca1e2deb7a04fb2e7bd9b0fd23ce0355cb6f940885a5dbc,10.0,Utilização Livre,Uso e Consumo
f6e03d4d5d98940cc602a0845ff34187316a6256adf89747e15fc8a8372f8d1b,10.0,Utilização Livre,Uso e Consumo
e73ea562258b7a3172ca677518c07ac29ffecf20c0e97d9cce4b194256fa7232,3.0,Utilização Livre,Uso e Consumo
9396855984d0e2ec663271e399f663c57bb63dbca6493850f267d80403250e17,3000.0,Utilização Livre,Matéria Prima
f41be159f2e0c26b90e960473f8fc393d5d61880675921a98950f57db01a14eb,15.0,Utilização Livre,Uso e Consumo
6e8ea54a476bd169472fa0bf9e469738ba31c99baf2127bd2c2cd993257ce21c,10.0,Utilização Livre,Uso e Consumo
293d42c0de63364d1bc1313f84e997ec10b7d241af8e97c1c68749033f622405,55.0,Utilização Livre,Uso e Consumo
ba76aa7e116c9cc6d410d2a5e49062aa1f9f4fd8cf3d9e2f8b6090ef4a2e4272,30.0,Utilização Livre,Uso e Consumo
3140ca3ab677c6a2cf4303681b158cf247ee9237a92a2df933ca976f082ea8d9,92.0,Utilização Livre,Uso e Consumo
b0edf7f33502c477f43df6e1490c196eaa1819103929ed5dae5bd70b32f1548b,3.0,Utilização Livre,Uso e Consumo
e33eeb13ba4f7155690c59a9e050cf851dfdf2cc48997140e192190d1037fd48,26.0,Utilização Livre,Uso e Consumo
5119e8df6e0c177478fe3692ed9c5171a85dbbfe61a66be5d4306bd75bd9ee8a,20.0,Utilização Livre,Matéria Prima
840ae7a53cee966b7d2e3d286d8205eb9b7cd0fbe47fbbb8ec55a05a095b61e8,18.0,Utilização Livre,Uso e Consumo
e5b9656a74b3667aa9e4b706514b4a00a89a98461c851517ecb4be54779d0581,20.0,Utilização Livre,Uso e Consumo
4efc58b67bf98c2e9b7a18fe8509a4d351a8818ee5592acd8d166bd384998e40,1.0,Utilização Livre,Uso e Consumo
c0f1be466f411de0376ad286bcccb8d938c98b9d976f58e13cbb17e22c11785d,2.0,Utilização Livre,Uso e Consumo
be4683bf81ebc9c65dfe90b3351a7309967b95824ac4661ab71e2709b0de0c4e,1.0,Utilização Livre,Uso e Consumo
87dfdf248b8c19816904758626e8d6df742feaa3895f3abb3a40d50646c8676e,2.0,Utilização Livre,Uso e Consumo
dd7776c503c211e76cdee6ed7f365bb86d45867ea80910260a92f3f4a17ec5dd,5.0,Utilização Livre,Uso e Consumo
d851de733efad6e358348f68768b5b3b23ec685d6f7fc60dc74286b45fb827d5,2.0,Utilização Livre,Outros
e47f1fd79d510be9807155a7ecbf6db39a1f42ddb65f355486b7a07c6d9fe1e4,150.0,Utilização Livre,Uso e Consumo
7fdd28ee126162b9fc63adffc6eda9c805a0d451084121fae7d49285a30e0ab1,10.0,Utilização Livre,Uso e Consumo
94021acb589422f1fe174d956a1023f5ba97ac9ed402f32ddf178bb7b6efff01,10.0,Utilização Livre,Uso e Consumo
383b0225908206fdeff4e57ab28ffa15ec6cc39a7dea6b232c5485eabccc1396,6.0,Utilização Livre,Uso e Consumo
d2598f2333e4f7a376ce8db40c56af2cab446c929f85ad768d557cd3620fbdd2,18.0,Utilização Livre,Uso e Consumo
74972434f04b33d9206e371180a02c174bd7812a4c2e7e545964c6095ecd0fab,1.0,Utilização Livre,Uso e Consumo
5339f005a51e13966cac50558bb3be37c6949fe9e3455a268abf7a693ecfa160,4.0,Utilização Livre,Uso e Consumo
05bff6aad1fb025fead99bc54543dc18b43deb0834b8d337e497b4535fd14fca,2.0,Utilização Livre,Uso e Consumo
3c85db802cdd727b6ea21330ac4538c293e2dd6b4baba9a41371f89738cdaa85,10.0,Utilização Livre,Uso e Consumo
a9d6de1b703afe59c77a9d9a7b5670b95892076a8474130c0980aaee88090ae1,2.0,Utilização Livre,Uso e Consumo
c21ba3971394f194fe34056fc1f611c2ec1cb83ae785a33f76fbf5ee76b3b668,1.0,Utilização Livre,Uso e Consumo
bc8c17d6cbf699467160d5ea4dbc52ff0da4e3ad9d8f1c57f7e0372298ee2d01,5.0,Utilização Livre,Uso e Consumo
9c77629b3ad323e9624a7ca27a1343a6eaa78222efa6e6f744663d708ad672f1,12.0,Utilização Livre,Uso e Consumo
9da0cebe81f5ab59ab2e073c0ac3b3f3391b139539508c370780d928b5bf482e,15.0,Utilização Livre,Uso e Consumo
2f89e6354df1f48b6c0ba378c63b035b9610f9c18f177f88094a70a159b59ac3,2.0,Utilização Livre,Uso e Consumo
b4d9dc91fde5168cfa7fa6477101cbee13fccf4be9221b4fa484bc8dfdf9dfd7,8.0,Utilização Livre,Uso e Consumo
56e457ba98607a052ba6c25b9570436547994d3967891fd5e9c38bc34d81138b,22.0,Utilização Livre,Uso e Consumo
0f8b1ff5e892659428675766ec5c668932b14348b1d02d0b3b2ad7ae276b6cf4,15.0,Utilização Livre,Uso e Consumo
0cd625d6c99b9befad43ef30445cd9604f462a944ab9989cfc3f86505edb4b30,1.0,Utilização Livre,Uso e Consumo
8e756fab3c0aefdd27f5142824a04791d04e623af3f82e8870f471e9f0c46f87,2.0,Utilização Livre,Uso e Consumo
383d56d39f76bf207e25dd44ec27e4833cc549d6fc8a27fcb2d4a24dde19de0d,1.0,Utilização Livre,Uso e Consumo
3fdb1eaebd9f7c2ec9208c0cd01ba3aa1eed48d1c48afc26010ba22f3571bea3,13.0,Utilização Livre,Uso e Consumo
ee3c8231e0167ca30fd4b3a07a7d6714a0018e251d78c03b030fa19e65138b31,10.0,Utilização Livre,Uso e Consumo
6e60ffd8b51f7f869a8cfd2efda74881a9f87ac452acea8f66b546816a527851,6.0,Utilização Livre,Uso e Consumo
2737b928eedef3468e8fe568cdf3e47fb2b6ff1a0d4b5438b9ec31b2df6a31b1,8.0,Utilização Livre,Uso e Consumo
28f3f68265b9f62a361fd9cea9920b6b32e6e1d5d770df8a979dde61ca6730ab,1.0,Utilização Livre,Uso e Consumo
93a1b1b0f0247188cbac02f54a5d9ee3b0c464ddf40a1c03d6f5e974ac0d2c23,2.0,Utilização Livre,Uso e Consumo
416ec7a7c2ed55671b2d90de612ea71d641268ae08bdbd7e47952a6b92484be5,29.0,Utilização Livre,Uso e Consumo
0d2aaa7559e468a39fdd5bc0f32387e58789e3519436b9234084935aa51d2670,2.0,Utilização Livre,Uso e Consumo
ca1586610bd65252a73647a44243dca7acb8d2f24b94826f5cf1f51ac1344fea,25.0,Utilização Livre,Uso e Consumo
62a6835e00419333a9591acb97c1dab20d08e16885d52eecf39523599030e1d6,16.0,Utilização Livre,Uso e Consumo
c9b6e111c72a50c0bd322b1ea0a026ca1ee34b7177a85bc5f7969f0fc037815a,2.0,Utilização Livre,Uso e Consumo
007afee01372427084a2b08172a90cc6a9aef4c3a9c7c521434bca6a93b8f70f,13.0,Utilização Livre,Uso e Consumo
7f3d240ab22d971a9e10fbd6efd464a25307848f67a36600bd68b8b9b122c12c,1.0,Utilização Livre,Uso e Consumo
500c6d7e35f4624e882d66f0bb96bd0d0cc2a78d90392eb6ee400b3612e3f5c4,2.0,Utilização Livre,Uso e Consumo
cc06a5f94a1f3e38f2aa641cd0465699d265016319dd40a821745c6d653e71d4,2.0,Utilização Livre,Uso e Consumo
e76caefbeedd610025c6e8e5a25b69af4fe248020b59bad6fd5103bebba9753d,1.0,Utilização Livre,Uso e Consumo
48f29dce9595279d751402c28b7ffc92c2075c735830e7d0f8aad28e7dc973a1,11.0,Utilização Livre,Uso e Consumo
16c6bfb9138911cd2036c613a86ae5cd1715ee63c0fc141c738ba024786b88d5,1.0,Utilização Livre,Uso e Consumo
9c30286824ca53aef03001bab695a852b8bd511daae7b013b6443085e567030b,1.0,Utilização Livre,Uso e Consumo
367b74ecc4bc49c2d32c3297767a650feffd9589b804751eaa097304e0a0a709,3.0,Utilização Livre,Uso e Consumo
75b41eeaeb066f7a0084848aae79237a46ad18719a6e2f5b6f1609c66c3bebf6,1.0,Utilização Livre,Uso e Consumo
b958ce8575bd4307fbb28349d132d46b83da87d739150b551ed3bf8693a4c09b,1.0,Utilização Livre,Uso e Consumo
1bd0e45ef39e6e8ce0805afe4f6a80a0732e29d68ddd6d90acdb5adfd59de8cf,3.0,Utilização Livre,Uso e Consumo
6a26f2a951ea9de3ed62795e12dee954a333f9a9b0d33c5d49b75eeb4b449dd1,1.0,Utilização Livre,Uso e Consumo
96d6c268159c3413c451f8ee48ffb9cdb4e0bbf946eb655ebc8e6e324049d6a4,1.0,Utilização Livre,Uso e Consumo
c954c7d914c9c0db2ed0e2797f2c6365b21e6c49f80fca9958a09db579bb3bed,5.0,Utilização Livre,Uso e Consumo
83215eab8e9600afb64328432cf26b42ec34f0886fb11c799dd4b1fa67bcd2ce,1.0,Utilização Livre,Uso e Consumo
87980e0decbbef073c4b48db0b6b026602ebb163b28995b7080510f39ccb2b0d,1.0,Utilização Livre,Uso e Consumo
7a911c91c78fdb3a4ee9b764019fc0188ab78e4ad96bf8a1c93317448805601b,3.0,Utilização Livre,Uso e Consumo
3bc289277f70a3c423d14f1ae9a4cdeb542befd5ed0346d2d765aed0485f3175,3.0,Utilização Livre,Uso e Consumo
59f60132d4289fb671a9a2713e419f1d0d0c39d01d55042357129d93dd13e44d,2.0,Utilização Livre,Uso e Consumo
6ad99ecd17cc16c682f477a48d0b42849e7de3f856d73f4b2ab48313cd9d3284,5.0,Utilização Livre,Uso e Consumo
bc5dfe57d4657efc9ef638b7974fe5d1d1719fa392aca476b8dfc1620a66a404,1.0,Utilização Livre,Uso e Consumo
49c09039065ae35e0a7b196d49e0a945e55b6be52de2340c9a2c1f1518a2baa3,4.0,Utilização Livre,Uso e Consumo
4c6a92171a42b639286e89a225fa31008e1143e940c548cc4ec97ccab4350a78,1.0,Utilização Livre,Uso e Consumo
3373edf76724be94e558f17215efb3d20316d32538bada7f1ea233c94d5a3389,29.0,Utilização Livre,Uso e Consumo
c1caddd50aa405296899764d85df46b9344228c3d067bed3c7a2c731a2158a8f,2.0,Utilização Livre,Uso e Consumo
0c482332ef9c1462e65e921de38d954c7f67060f0c54289ff4ff09ea4f76daf1,5.0,Utilização Livre,Uso e Consumo
df8985458a85fd1fec64963397bd6c49b2622c39bffbf2e55adf96ee52af026e,1.0,Utilização Livre,Uso e Consumo
d48ee7e6cb6e57629add22257df0e9f8318904c119efbd06531b137ec545956c,2.0,Utilização Livre,Uso e Consumo
4e8cfc34d3686ef3e6b3f43d320072f073d49458629e51dc37c7c5892008dd8d,1.0,Utilização Livre,Uso e Consumo
3036628793b2309e1c6db863e8a641d6cdda8e27e78b0d5725b0fe1f9ec52e03,26.0,Utilização Livre,Uso e Consumo
e2fa9d247677edcb0bb0805acb04a031ff8ce5aa2419d7d68abd86ae81a704a8,3.0,Utilização Livre,Uso e Consumo
0f602140d18e7745eed49c3b79341d7b9b096923047537862abd2c1ef0c8933e,120.0,Utilização Livre,Uso e Consumo
5f31e466d43e70fa281528d3c79b0cde757f6af152dbdba187a9af426b8dd198,2.0,Utilização Livre,Uso e Consumo
2e93eff0c730a1162462f40f5c83af03f13a26cdbf19508f1f3eb5b0bbd15327,1.0,Utilização Livre,Uso e Consumo
dcc73c06bb21e6208c4d7a707a86970e04bf52c59ff608425efee105dc93a71b,1.0,Utilização Livre,Uso e Consumo
738b1a4f9f7f154492eca1530d76eea494d1c07c5e54659e083ad930261a4e40,4.0,Utilização Livre,Uso e Consumo
5a977053f19666862c6067e065da1d605f121d175b1c6e225ee34925d440a8c0,1.0,Utilização Livre,Uso e Consumo
836ec191d41402e20f166cc86ce327b12b249176c9d673a02684945b8cb24d70,1.0,Utilização Livre,Uso e Consumo
d059e6233d8a261c99b165c773fd873cca829d7be2873c2515fee9fdbaaec774,6.0,Utilização Livre,Uso e Consumo
458aa2656e8983d7ec14d6d3f73de89921593d989deb258d61b40fa0d1884db8,2.0,Utilização Livre,Uso e Consumo
a69a5756267ef193ac05217afafbef9b73eacdb672fdd20d09df407a88895996,3.0,Utilização Livre,Uso e Consumo
8ab3230f331d9870904002d60fa61d8d1f4391572a84f2f787eae60400be9a75,11.0,Utilização Livre,Uso e Consumo
680623bf9e1344f5787f8501864324376ddb8a9a82b3530ff377910e0f37a825,8.0,Utilização Livre,Uso e Consumo
7ceeae9936c0d6b72e616af37343bd8fefbca8d152e50fcd9f25d597ac30e26f,1.0,Utilização Livre,Uso e Consumo
f0e6af8cc3fb58065fceb3024369ff421597ad6fa4ad788ed4c62155e5d84451,2.0,Utilização Livre,Uso e Consumo
3142d9f3f5d1d6611bc431badee72a264d0bf83b227d01c26e5cfb6a25a5cd0a,3.0,Utilização Livre,Uso e Consumo
3e099e75706210953662e77574ffb2c62439e8d8ae9e6b37bcfe55c1092acd21,3.0,Utilização Livre,Uso e Consumo
bd53a48bd74b35d08e1266d72622b020d6e70c0fcc5201e394931cdf4b9f694b,8.0,Utilização Livre,Uso e Consumo
88edf689aa3015027f5140ad0acde2aef0843effa30af088fda350e194e26ef5,15.0,Utilização Livre,Uso e Consumo
2a262041b64807ff48389ddd7dde59832bb1a9e4cae404c7502a50e4a0093742,2.0,Utilização Livre,Uso e Consumo
111c758eddc5b0f5b548d04ca5a6af5779eb48c68b95481b4d5d33947c391d1f,1.0,Utilização Livre,Uso e Consumo
3a2179c34032178ff56e315ba0b7607ff4d6814bd6ebc96ec5863e533c06912a,1.0,Utilização Livre,Uso e Consumo
8c9928e08c006514b9d18e1c70c28751d357abd5d5b160063c439fa75376d863,1.0,Utilização Livre,Uso e Consumo
c2379db709797e41960aee62100173f9e6607121af433123e4acb8d8239e7d8f,4.0,Utilização Livre,Uso e Consumo
e3cd13ab9263a315e321c92d25af8360c17a4639f5e79d4b9dddfa8315c7c2d7,3.0,Utilização Livre,Uso e Consumo
fd9b8357f691b0fb8cbd5becfe4a8a5fd43a6340266858fe928a75c3f9ff9c79,6.0,Utilização Livre,Uso e Consumo
5ee84fa131239ef4dff02831e0282561dc8c1f7bccc5e41f4cabc61b92d5f07a,1.0,Utilização Livre,Uso e Consumo
f5e53d17756d8e1abe584d8140c4f2989b7d0e2d477157580e31496b69fa0339,1.0,Utilização Livre,Uso e Consumo
422fba2872cca103dcef9e0ac0f6d124c1a0cb0868c56e9bf9b040c416bc776d,3.0,Utilização Livre,Uso e Consumo
bcd94a3cb1720832e024b68e20ecf4d49d5cbe0d8db659320e3c734b3f7803cc,5.0,Utilização Livre,Uso e Consumo
2f1a897269706bd807193166ff83a5734900b3e67571d4dda4e72ea6a6897e54,1.0,Utilização Livre,Uso e Consumo
5fefd4cd06dc450f962811724559a926e541b1d16cbdae7dd9b01b68c1d763e7,1.0,Utilização Livre,Uso e Consumo
7827644b7f34efbca035e21707c71e6125592104e069318c5582a6ebe6bcadb0,10.0,Utilização Livre,Uso e Consumo
20755ca9447d9137d169386345759dc78012d54fe52bc55947c31264e8aa8e1d,4.0,Utilização Livre,Uso e Consumo
d85b3c33bcf5f6fced58b9e3bfd5caee62dde19eef04b64917351822f6f430af,2.0,Utilização Livre,Uso e Consumo
02c22cb99073b71be09bf3e761fe9dc9adce032d52f328ba4cc7ea4ef0b70ada,1.0,Utilização Livre,Uso e Consumo
990b899eeb7d8dd8ee35dc182c40ddffaa74ae76b8a1e931d86e9c1db55e17ef,1.0,Utilização Livre,Uso e Consumo
f3f5c31b2ff6429c3a090bcc4ffd9ba3871996dad976d8eef5584de16476b96e,21566.0,Utilização Livre,Matéria Prima
bef9478a2ea54e78574216302c0a4f5122ab45d6b55f48cfb70f6a2b9f31095c,23210.0,Utilização Livre,Matéria Prima
799c4d1cbc5efeed3f8878e1c619c06b798a987cd5dd3f80e96d74c6a944518c,1223.307,Utilização Livre,Produto em Elaboração
e4f1e96d805ca77549575aaab7a908848228202b711e095bdeccf2222f497511,4303.409,Utilização Livre,Produto em Elaboração
b919e2e6bc19c1d011767dd0c3362e01428bfbdfbfdc1783f50c1c25044e10b9,301.0,Utilização Livre,Matéria Prima
e39822d372559ad8c5f5259546f03fbea8fa7f628f47cfe79c428d5c7d53ad78,5.0,Utilização Livre,Matéria Prima
d2cfb09b16801f209d3fae4d76230c502bc8c7ee42ec59c44f7d183438ed2a51,1.0,Utilização Livre,Matéria Prima
f6cf6a37df8f10065605fb9d1e6127a8db7f992d94452c46f21980ec202230a0,1.0,Utilização Livre,Matéria Prima
7eff0e5bdaae5dd8f8ab76bd05d231c7b99d1ba272aaaf99e090114b2c17b220,60.0,Utilização Livre,Produto em Elaboração
8fc979fd0070991830daccd5ffe9bf42c7c424dc35c62678fd2327578df5f40a,3.0,Utilização Livre,Matéria Prima
07185e6c3adef357136130eb407c77b7db0779083c882c9124ee11342a0298f1,8.0,Utilização Livre,Produto em Elaboração
fc8a0111d6ad8ec4892dd44cca7c9de4756b5dde6c6b30eae29982611bb4868e,249.0,Bloqueado,Produto em Elaboração
8bb34e654fa6f0d657e645588fc5bb3556d929cffe3bb5e981bb19204b920c9c,20.0,Utilização Livre,Matéria Prima
d74c9617cd3d48b40537650170bcecbb4615a59ec7fabc11b38887a77adde9b4,5.0,Utilização Livre,Matéria Prima
88751fee29597e798f9676c6e7c4d74c8f2fe33602e56b4f4049ffeb07dd5ef7,33.0,Utilização Livre,Uso e Consumo
2cacda0098e6678dca94d35bd8ffc9a985ac341a03886724efba6ac3db70efbe,100.0,Utilização Livre,Uso e Consumo
4e03ee93a70998e9cef19d6db2572c0f3d34c0a9d7e1b8350d61f8cf6e7d99aa,2500.0,Utilização Livre,Matéria Prima
a91708a17530748f41d35c8df06f92f92f12f9832d4ff49db46ffe1ad55a4ab6,8.0,Utilização Livre,Uso e Consumo
a6d1e847fdb29d25f00c69a99c49eefda14972a11b413dff4bd6fc29424f26ce,24.0,Utilização Livre,Uso e Consumo
f336585d1ac47342b5e4d886c1a0f6feb68b76d959856072fa36f8919b19cd0e,2.0,Utilização Livre,Matéria Prima
e93aa604c7926c6a627d70ff7dfe8c267b271caa0aa35934a3b9d3a2aa26b587,8.0,Utilização Livre,Uso e Consumo
b74eb5bd98d80648f91134e31ae0922e0e4ad9951904e89a4fd83667f2622865,3.0,Utilização Livre,Produto em Elaboração
808ea10f94d8720cc2a49f0b355f39c96382aca1e7a82025d2cb1132076d7ad7,60.0,Utilização Livre,Matéria Prima
7ec9ff972a569f3418153634807d4e1b5f66d1cceab8c606a9d55126de279754,13.0,Utilização Livre,Produto em Elaboração
3bf1d21fe992cb9e3e4c94d8944e1cfb0920f1d6f20bb74f804ebfabb616d42e,6.0,Utilização Livre,Produto em Elaboração
00e91d0911a9e641c5353ca6d5aa27504c3f350f4a73692c872bfd0bb9771889,100.0,Utilização Livre,Matéria Prima
410df7a7f93670c87e8e6042506133f0bd1898793e0e0efbb1ca5db176235772,10.0,Utilização Livre,Matéria Prima
1e1580d4ae8ed010f6f4f500b0f1f23b4447e7c5dd935f360488f4187f3054c9,12.0,Utilização Livre,Uso e Consumo
64d07366dbf2840f8f2b276593d9e502ede558650f7b676a53411301b8d40e44,12.0,Utilização Livre,Uso e Consumo
d5aab01ab4ff6dca2ccd6485b2407ca34b431f804e4ec38ee30483662c8198d0,22.0,C/ Cliente,
65ca60a476d155e9d30df9a3dc3fb248ae153292f9954beab952b04187e7b426,8.0,Utilização Livre,Matéria Prima
5e8f06781b7c17f311fd56d446ad5def36006a3021101bd2c8ce5a68f387086e,85.0,Utilização Livre,Matéria Prima
44696ee40661d31e2a1d7363a9d4337f6c9bcf75afbf91a95fc79cd0da8f8f1b,22815.0,Utilização Livre,Matéria Prima
c473f8dcefd803a29772b68dae61c1cdb0b573c9f86cbd4d59389a29dad17bc0,780.0,Utilização Livre,Matéria Prima
6f67202a3d93677845a251ec390f10ec001941e108ff3b7d8b94889524227a52,1.0,Utilização Livre,Matéria Prima
7c43d8b7299069cb4c3c1ce4db978856519930d88f19d51d6e652331fec6b769,8.0,Utilização Livre,Matéria Prima
58853fd407b46c875a2e068aa3a5f1b7b3f3418b853717ab38f3504c2549082a,257.0,Utilização Livre,Matéria Prima
67f90787b01a695394a75719b068bcb9859078eb2831cd2d5b8b47eecd4d13f9,14.0,Utilização Livre,Matéria Prima
56c3314ea0a6fae64f7a758e478514ef46b8d552340f3ca65f1bfa9304d1826a,36.0,Utilização Livre,Matéria Prima
308000a5973442ccacd5c7cda3d6a37df2fb68a2aae102714dca4afc305c3826,4.0,MTO,Produto em Elaboração
fbd558ba201dd6d7499a2d77b4c00f3ae9f8480491cd1118ec4ebab491a56527,3.0,Utilização Livre,Matéria Prima
b07304347155cd79c69eddf09a3d3e560ee1eb072ca5f463b292ac527df1768f,34.0,Utilização Livre,Matéria Prima
96f102af3d217fd2c7d6dd847a64d1fadc50a6c31256ccb3a26575b633e87517,2.0,Utilização Livre,Produto em Elaboração
865eb18f6d3a695b71477f9b68422efe276b75e3b96f019944409c12e8fd8c73,28.0,Utilização Livre,Matéria Prima
