ID,Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor,Período Ocorrido 
1811,18,2004-07-24,20h30,Sábado,Palmeiras,Figueirense,-,Parque Antártica,0,0,SP,SC,-,noite
1812,18,2004-07-24,20h30,Sábado,Goiás,Santos,-,Serra Dourada,3,3,GO,SP,-,noite
1813,18,2004-07-24,16h00,Sábado,Coritiba,Botafogo-rj,Coritiba,Couto Pereira,1,0,PR,RJ,PR,tarde
1814,18,2004-07-24,16h00,Sábado,Criciúma,Athlético-pr,Criciúma,Heriberto Hulse,4,1,SC,PR,SC,tarde
1815,18,2004-07-24,16h00,Sábado,Fluminense,Corinthians,Fluminense,Maracanã,2,0,RJ,SP,RJ,tarde
1816,18,2004-07-24,16h00,Sábado,Internacional,Juventude,Juventude,Beira Rio,1,2,RS,RS,RS,tarde
1817,18,2004-07-24,20h30,Sábado,Paraná,Paysandu,Paraná,Pinheirão,2,0,PR,PA,PR,noite
1818,18,2004-07-24,20h30,Sábado,Ponte preta,Grêmio,Ponte preta,Moisés Lucarelli,1,0,SP,RS,SP,noite
1819,18,2004-07-24,18h00,Sábado,Cruzeiro,São caetano,São caetano,Mineirão,0,1,MG,SP,SP,tarde
1820,18,2004-07-24,16h00,Sábado,São paulo,Vasco,São paulo,Morumbi,1,0,SP,RJ,SP,tarde
1821,18,2004-07-24,17h00,Sábado,Vitória,Guarani,Vitória,Barradão,3,2,ES,SP,ES,tarde
1822,19,2004-07-28,20h30,Quarta-feira,Paysandu,Criciúma,-,Mangueirão,2,2,PA,SC,-,noite
1823,19,2004-07-28,20h30,Quarta-feira,Botafogo-rj,Flamengo,-,Maracanã,0,0,RJ,RJ,-,noite
1824,19,2004-07-28,20h30,Quarta-feira,Athlético-pr,Ponte preta,Athlético-pr,Arena da Baixada,4,0,PR,SP,PR,noite
1825,19,2004-07-28,20h30,Quarta-feira,Corinthians,Cruzeiro,Corinthians,Pacaembu,1,0,SP,MG,SP,noite
1826,19,2004-07-28,21h45,Quarta-feira,Figueirense,Fluminense,Figueirense,Orlando Scarpelli,2,1,SC,RJ,SC,noite
1827,19,2004-07-28,20h30,Quarta-feira,Grêmio,Vitória,Grêmio,Olímpico Monumental,4,0,RS,ES,RS,noite
1828,19,2004-07-28,21h45,Quarta-feira,Guarani,Palmeiras,Guarani,Brinco de Ouro,1,0,SP,SP,SP,noite
1829,19,2004-07-28,21h45,Quarta-feira,Juventude,São paulo,São paulo,Alfredo Jaconi,1,2,RS,SP,SP,noite
1830,19,2004-07-29,20h30,Quinta-feira,Atlético-mg,Paraná,Atlético-mg,Mineirão,4,1,MG,PR,MG,noite
1831,19,2004-07-29,20h30,Quinta-feira,Santos,Coritiba,Santos,Vila Belmiro,4,2,SP,PR,SP,noite
1832,19,2004-07-29,20h30,Quinta-feira,São caetano,Internacional,São caetano,Anacleto Campanella,2,0,SP,RS,SP,noite
1833,19,2004-07-29,20h30,Quinta-feira,Vasco,Goiás,Vasco,São Januário,3,1,RJ,GO,RJ,noite
1834,20,2004-07-31,16h00,Sábado,Fluminense,Cruzeiro,-,Maracanã,0,0,RJ,MG,-,tarde
1835,20,2004-07-31,16h00,Sábado,Athlético-pr,Grêmio,-,Arena da Baixada,0,0,PR,RS,-,tarde
1836,20,2004-08-01,17h00,Domingo,Vitória,Coritiba,-,Barradão,2,2,ES,PR,-,tarde
1837,20,2004-08-01,18h00,Domingo,Internacional,São paulo,-,Beira Rio,1,1,RS,SP,-,tarde
1838,20,2004-08-01,16h00,Domingo,Juventude,Vasco,-,Alfredo Jaconi,1,1,RS,RJ,-,tarde
1839,20,2004-08-01,16h00,Domingo,Atlético-mg,Figueirense,Atlético-mg,Independência,3,1,MG,SC,MG,tarde
1840,20,2004-08-01,18h00,Domingo,Guarani,Botafogo-rj,Botafogo-rj,Brinco de Ouro,0,2,SP,RJ,RJ,tarde
1841,20,2004-08-01,16h00,Domingo,Corinthians,São caetano,Corinthians,Pacaembu,2,0,SP,SP,SP,tarde
1842,20,2004-08-01,16h00,Domingo,Criciúma,Ponte preta,Criciúma,Heriberto Hulse,3,1,SC,SP,SC,tarde
1843,20,2004-08-01,17h00,Domingo,Goiás,Paraná,Goiás,Serra Dourada,3,0,GO,PR,GO,tarde
1844,20,2004-08-01,16h00,Domingo,Flamengo,Palmeiras,Palmeiras,Raulino de Oliveira,0,1,RJ,SP,SP,tarde
1845,20,2004-08-01,16h00,Domingo,Santos,Paysandu,Santos,Vila Belmiro,6,0,SP,PA,SP,tarde
1846,21,2004-08-04,20h30,Quarta-feira,Figueirense,Guarani,-,Orlando Scarpelli,1,1,SC,SP,-,noite
1847,21,2004-08-04,20h30,Quarta-feira,São caetano,Athlético-pr,Athlético-pr,Anacleto Campanella,0,3,SP,PR,PR,noite
1848,21,2004-08-04,21h45,Quarta-feira,Vasco,Corinthians,Corinthians,São Januário,1,3,RJ,SP,SP,noite
1849,21,2004-08-04,21h45,Quarta-feira,Coritiba,Flamengo,Coritiba,Couto Pereira,1,0,PR,RJ,PR,noite
1850,21,2004-08-04,20h30,Quarta-feira,Paraná,Criciúma,Criciúma,Pinheirão,0,3,PR,SC,SC,noite
1851,21,2004-08-04,20h30,Quarta-feira,Palmeiras,Goiás,Goiás,Parque Antártica,0,3,SP,GO,GO,noite
1852,21,2004-08-04,21h45,Quarta-feira,Grêmio,Santos,Grêmio,Olímpico Monumental,3,1,RS,SP,RS,noite
1853,21,2004-08-04,20h30,Quarta-feira,Paysandu,Atlético-mg,Paysandu,Mangueirão,2,1,PA,MG,PA,noite
1854,21,2004-08-04,20h30,Quarta-feira,Ponte preta,Fluminense,Ponte preta,Moisés Lucarelli,3,2,SP,RJ,SP,noite
1855,21,2004-08-05,20h30,Quinta-feira,Cruzeiro,Internacional,Cruzeiro,Mineirão,2,0,MG,RS,MG,noite
1856,21,2004-08-05,20h30,Quinta-feira,Botafogo-rj,Juventude,Juventude,Caio Martins,0,1,RJ,RS,RS,noite
1857,21,2004-08-05,20h30,Quinta-feira,São paulo,Vitória,São paulo,Morumbi,2,1,SP,ES,SP,noite
1858,22,2004-08-07,18h00,Sábado,Atlético-mg,Grêmio,Atlético-mg,Independência,3,0,MG,RS,MG,tarde
1859,22,2004-08-07,16h00,Sábado,Goiás,Coritiba,Coritiba,Serra Dourada,1,2,GO,PR,PR,tarde
1860,22,2004-08-07,16h00,Sábado,Fluminense,Paraná,Fluminense,Raulino de Oliveira,3,1,RJ,PR,RJ,tarde
1861,22,2004-08-07,16h00,Sábado,Santos,São caetano,São caetano,Vila Belmiro,0,1,SP,SP,SP,tarde
1862,22,2004-08-08,16h00,Domingo,Corinthians,Botafogo-rj,-,Pacaembu,2,2,SP,RJ,-,tarde
1863,22,2004-08-08,16h00,Domingo,Juventude,Figueirense,-,Alfredo Jaconi,0,0,RS,SC,-,tarde
1864,22,2004-08-08,16h00,Domingo,Guarani,Paysandu,-,Brinco de Ouro,0,0,SP,PA,-,tarde
1865,22,2004-08-08,18h00,Domingo,Athlético-pr,Vasco,Athlético-pr,Arena da Baixada,2,0,PR,RJ,PR,tarde
1866,22,2004-08-08,16h00,Domingo,Flamengo,São paulo,Flamengo,Raulino de Oliveira,1,0,RJ,SP,RJ,tarde
1867,22,2004-08-08,18h00,Domingo,Criciúma,Palmeiras,Palmeiras,Heriberto Hulse,1,2,SC,SP,SP,tarde
1868,22,2004-08-08,16h00,Domingo,Internacional,Ponte preta,Ponte preta,Beira Rio,1,2,RS,SP,SP,tarde
1869,22,2004-08-08,17h00,Domingo,Vitória,Cruzeiro,Vitória,Barradão,3,2,ES,MG,ES,tarde
1870,23,2004-08-11,20h30,Quarta-feira,Grêmio,Guarani,-,Olímpico Monumental,1,1,RS,SP,-,noite
1871,23,2004-08-11,21h45,Quarta-feira,Figueirense,Corinthians,Corinthians,Orlando Scarpelli,0,1,SC,SP,SP,noite
1872,23,2004-08-11,21h45,Quarta-feira,Cruzeiro,Flamengo,Cruzeiro,Mineirão,2,0,MG,RJ,MG,noite
1873,23,2004-08-11,20h30,Quarta-feira,Paraná,Internacional,Internacional,Pinheirão,1,2,PR,RS,RS,noite
1874,23,2004-08-11,20h30,Quarta-feira,Paysandu,Juventude,Juventude,Mangueirão,0,1,PA,RS,RS,noite
1875,23,2004-08-11,20h30,Quarta-feira,Ponte preta,Vitória,Ponte preta,Moisés Lucarelli,1,0,SP,ES,SP,noite
1876,23,2004-08-11,21h45,Quarta-feira,Vasco,Santos,Santos,São Januário,2,3,RJ,SP,SP,noite
1877,23,2004-08-11,20h30,Quarta-feira,São paulo,Goiás,São paulo,Morumbi,4,0,SP,GO,SP,noite
1878,23,2004-08-12,20h30,Quinta-feira,São caetano,Atlético-mg,-,Anacleto Campanella,1,1,SP,MG,-,noite
1879,23,2004-08-12,20h30,Quinta-feira,Botafogo-rj,Athlético-pr,-,Caio Martins,1,1,RJ,PR,-,noite
1880,23,2004-08-12,20h30,Quinta-feira,Coritiba,Criciúma,Coritiba,Couto Pereira,1,0,PR,SC,PR,noite
1881,23,2004-08-12,20h30,Quinta-feira,Palmeiras,Fluminense,Palmeiras,Parque Antártica,3,2,SP,RJ,SP,noite
1882,24,2004-08-14,18h00,Sábado,Corinthians,Ponte preta,Corinthians,Pacaembu,2,0,SP,SP,SP,tarde
1883,24,2004-08-14,18h00,Sábado,Flamengo,Grêmio,Flamengo,Maracanã,3,0,RJ,RS,RJ,tarde
1884,24,2004-08-14,16h00,Sábado,Internacional,Figueirense,Internacional,Beira Rio,4,0,RS,SC,RS,tarde
1885,24,2004-08-14,16h00,Sábado,Juventude,Cruzeiro,Juventude,Alfredo Jaconi,1,0,RS,MG,RS,tarde
1886,24,2004-08-15,16h00,Domingo,Guarani,Coritiba,-,Brinco de Ouro,0,0,SP,PR,-,tarde
1887,24,2004-08-15,16h00,Domingo,Fluminense,Paysandu,-,Maracanã,1,1,RJ,PA,-,tarde
1888,24,2004-08-15,18h00,Domingo,Athlético-pr,São paulo,Athlético-pr,Arena da Baixada,1,0,PR,SP,PR,tarde
1889,24,2004-08-15,16h00,Domingo,Criciúma,Vasco,Criciúma,Heriberto Hulse,1,0,SC,RJ,SC,tarde
1890,24,2004-08-15,16h00,Domingo,Goiás,Botafogo-rj,Goiás,Serra Dourada,3,1,GO,RJ,GO,tarde
1891,24,2004-08-15,16h00,Domingo,Atlético-mg,Palmeiras,Palmeiras,Mineirão,1,2,MG,SP,SP,tarde
1892,24,2004-08-15,18h00,Domingo,Santos,Paraná,Santos,Vila Belmiro,5,1,SP,PR,SP,tarde
1893,24,2004-08-15,17h00,Domingo,Vitória,São caetano,São caetano,Barradão,1,2,ES,SP,SP,tarde
1894,25,2004-08-18,20h30,Quarta-feira,Figueirense,Athlético-pr,-,Orlando Scarpelli,1,1,SC,PR,-,noite
1895,25,2004-08-18,21h50,Quarta-feira,Botafogo-rj,Santos,Botafogo-rj,Caio Martins,2,0,RJ,SP,RJ,noite
1896,25,2004-08-18,20h30,Quarta-feira,Cruzeiro,Goiás,Goiás,Mineirão,1,3,MG,GO,GO,noite
1897,25,2004-08-18,20h30,Quarta-feira,Grêmio,Juventude,Juventude,Olímpico Monumental,2,4,RS,RS,RS,noite
1898,25,2004-08-18,20h30,Quarta-feira,Palmeiras,Internacional,Palmeiras,Parque Antártica,3,1,SP,RS,SP,noite
1899,25,2004-08-18,20h30,Quarta-feira,Paraná,Vitória,Paraná,Pinheirão,4,1,PR,ES,PR,noite
1900,25,2004-08-18,21h50,Quarta-feira,Paysandu,Corinthians,Paysandu,Mangueirão,2,1,PA,SP,PA,noite
1901,25,2004-08-18,21h50,Quarta-feira,Ponte preta,Flamengo,Ponte preta,Moisés Lucarelli,1,0,SP,RJ,SP,noite
1902,25,2004-08-18,20h30,Quarta-feira,São caetano,Guarani,São caetano,Anacleto Campanella,3,0,SP,SP,SP,noite
1903,25,2004-08-19,20h30,Quinta-feira,Coritiba,Fluminense,Coritiba,Couto Pereira,2,0,PR,RJ,PR,noite
1904,25,2004-08-19,20h30,Quinta-feira,São paulo,Criciúma,São paulo,Morumbi,2,0,SP,SC,SP,noite
1905,25,2004-08-19,20h30,Quinta-feira,Vasco,Atlético-mg,Vasco,São Januário,3,0,RJ,MG,RJ,noite
1906,26,2004-08-21,16h00,Sábado,Corinthians,Grêmio,-,Pacaembu,1,1,SP,RS,-,tarde
1907,26,2004-08-21,16h00,Sábado,Flamengo,Paraná,Flamengo,Raulino de Oliveira,2,1,RJ,PR,RJ,tarde
1908,26,2004-08-22,18h00,Domingo,Atlético-mg,Botafogo-rj,-,Mineirão,1,1,MG,RJ,-,tarde
1909,26,2004-08-22,16h00,Domingo,Internacional,Coritiba,-,Beira Rio,1,1,RS,PR,-,tarde
1910,26,2004-08-22,18h00,Domingo,Vitória,Palmeiras,-,Barradão,2,2,ES,SP,-,tarde
1911,26,2004-08-22,16h00,Domingo,Juventude,São caetano,-,Alfredo Jaconi,2,2,RS,SP,-,tarde
1912,26,2004-08-22,16h00,Domingo,Guarani,Vasco,-,Brinco de Ouro,1,1,SP,RJ,-,tarde
1913,26,2004-08-22,16h00,Domingo,Athlético-pr,Paysandu,Athlético-pr,Arena da Baixada,2,0,PR,PA,PR,tarde
1914,26,2004-08-22,16h00,Domingo,Criciúma,Cruzeiro,Cruzeiro,Heriberto Hulse,1,2,SC,MG,MG,tarde
1915,26,2004-08-22,16h00,Domingo,Fluminense,São paulo,Fluminense,Raulino de Oliveira,1,0,RJ,SP,RJ,tarde
1916,26,2004-08-22,16h00,Domingo,Goiás,Ponte preta,Goiás,Serra Dourada,5,0,GO,SP,GO,tarde
1917,26,2004-08-22,15h30,Domingo,Santos,Figueirense,Santos,Wilson de Barros,4,1,SP,SC,SP,tarde
1918,27,2004-08-28,16h00,Sábado,Botafogo-rj,Criciúma,-,Caio Martins,1,1,RJ,SC,-,tarde
1919,27,2004-08-28,18h00,Sábado,Grêmio,Goiás,-,Olímpico Monumental,1,1,RS,GO,-,tarde
1920,27,2004-08-28,16h00,Sábado,São paulo,Guarani,-,Morumbi,3,3,SP,SP,-,tarde
1921,27,2004-08-28,16h00,Sábado,Paraná,Juventude,Juventude,Pinheirão,1,2,PR,RS,RS,tarde
1922,27,2004-08-28,18h00,Sábado,Paysandu,Internacional,Paysandu,Mangueirão,2,1,PA,RS,PA,tarde
1923,27,2004-08-29,18h00,Domingo,Ponte preta,Atlético-mg,-,Moisés Lucarelli,1,1,SP,MG,-,tarde
1924,27,2004-08-29,16h00,Domingo,Vasco,Fluminense,-,Maracanã,1,1,RJ,RJ,-,tarde
1925,27,2004-08-29,18h00,Domingo,Cruzeiro,Santos,-,Mineirão,4,4,MG,SP,-,tarde
1926,27,2004-08-29,16h00,Domingo,Coritiba,Athlético-pr,Athlético-pr,Couto Pereira,1,2,PR,PR,PR,tarde
1927,27,2004-08-29,16h00,Domingo,Palmeiras,Corinthians,Corinthians,Morumbi,0,1,SP,SP,SP,tarde
1928,27,2004-08-29,16h00,Domingo,Figueirense,Vitória,Figueirense,Orlando Scarpelli,2,1,SC,ES,SC,tarde
1929,27,2004-08-29,16h00,Domingo,São caetano,Flamengo,Flamengo,Anacleto Campanella,0,1,SP,RJ,RJ,tarde
1930,28,2004-09-01,21h50,Quarta-feira,Ponte preta,Palmeiras,-,Moisés Lucarelli,0,0,SP,SP,-,noite
1931,28,2004-09-01,21h50,Quarta-feira,Corinthians,Atlético-mg,Corinthians,Pacaembu,1,0,SP,MG,SP,noite
1932,28,2004-09-01,20h30,Quarta-feira,São paulo,Coritiba,Coritiba,Morumbi,2,3,SP,PR,PR,noite
1933,28,2004-09-01,20h30,Quarta-feira,Figueirense,Goiás,Figueirense,Orlando Scarpelli,3,2,SC,GO,SC,noite
1934,28,2004-09-01,20h30,Quarta-feira,Fluminense,Internacional,Fluminense,Maracanã,3,1,RJ,RS,RJ,noite
1935,28,2004-09-01,20h30,Quarta-feira,Cruzeiro,Paraná,Paraná,Mineirão,1,4,MG,PR,PR,noite
1936,28,2004-09-01,21h50,Quarta-feira,Juventude,Santos,Santos,Alfredo Jaconi,1,2,RS,SP,SP,noite
1937,28,2004-09-01,20h30,Quarta-feira,Criciúma,São caetano,São caetano,Heriberto Hulse,0,4,SC,SP,SP,noite
1938,28,2004-09-02,20h30,Quinta-feira,Athlético-pr,Guarani,Athlético-pr,Arena da Baixada,2,0,PR,SP,PR,noite
1939,28,2004-09-02,20h30,Quinta-feira,Flamengo,Vitória,Flamengo,Raulino de Oliveira,2,0,RJ,ES,RJ,noite
1940,28,2004-09-02,20h30,Quinta-feira,Paysandu,Botafogo-rj,Paysandu,Mangueirão,2,0,PA,RJ,PA,noite
1941,28,2004-09-02,20h30,Quinta-feira,Grêmio,Vasco,Vasco,Olímpico Monumental,1,2,RS,RJ,RJ,noite
1942,29,2004-09-07,16h00,Terça-feira,Palmeiras,Cruzeiro,Cruzeiro,Parque Antártica,1,3,SP,MG,MG,tarde
1943,29,2004-09-07,16h00,Terça-feira,Vasco,Paysandu,Paysandu,São Januário,0,1,RJ,PA,PA,tarde
1944,29,2004-09-08,21h50,Quarta-feira,Santos,Athlético-pr,-,Vila Belmiro,1,1,SP,PR,-,noite
1945,29,2004-09-08,21h50,Quarta-feira,Internacional,Flamengo,-,Beira Rio,0,0,RS,RJ,-,noite
1946,29,2004-09-08,20h30,Quarta-feira,Atlético-mg,Juventude,-,Mineirão,1,1,MG,RS,-,noite
1947,29,2004-09-08,21h50,Quarta-feira,Guarani,Corinthians,Corinthians,Brinco de Ouro,0,1,SP,SP,SP,noite
1948,29,2004-09-08,20h30,Quarta-feira,Goiás,Criciúma,Goiás,Serra Dourada,2,1,GO,SC,GO,noite
1949,29,2004-09-08,20h30,Quarta-feira,São caetano,Figueirense,São caetano,Anacleto Campanella,1,0,SP,SC,SP,noite
1950,29,2004-09-08,20h30,Quarta-feira,Paraná,São paulo,São paulo,Pinheirão,0,2,PR,SP,SP,noite
1951,29,2004-09-09,20h30,Quinta-feira,Botafogo-rj,Grêmio,Botafogo-rj,Caio Martins,2,1,RJ,RS,RJ,noite
1952,29,2004-09-09,20h30,Quinta-feira,Coritiba,Ponte preta,Coritiba,Couto Pereira,2,0,PR,SP,PR,noite
1953,29,2004-09-09,20h30,Quinta-feira,Vitória,Fluminense,Fluminense,Barradão,2,3,ES,RJ,RJ,noite
1954,30,2004-09-11,16h00,Sábado,São paulo,Cruzeiro,-,Pacaembu,0,0,SP,MG,-,tarde
1955,30,2004-09-11,18h00,Sábado,Goiás,Internacional,Goiás,Serra Dourada,1,0,GO,RS,GO,tarde
1956,30,2004-09-11,16h00,Sábado,Guarani,Juventude,Guarani,Brinco de Ouro,3,1,SP,RS,SP,tarde
1957,30,2004-09-11,16h00,Sábado,Vasco,São caetano,São caetano,Maracanã,1,2,RJ,SP,SP,tarde
1958,30,2004-09-12,18h00,Domingo,Grêmio,Paysandu,-,Olímpico Monumental,1,1,RS,PA,-,tarde
1959,30,2004-09-12,18h00,Domingo,Atlético-mg,Coritiba,Atlético-mg,Mineirão,2,1,MG,PR,MG,tarde
1960,30,2004-09-12,16h00,Domingo,Athlético-pr,Corinthians,Athlético-pr,Arena da Baixada,3,1,PR,SP,PR,tarde
1961,30,2004-09-12,16h00,Domingo,Figueirense,Botafogo-rj,Figueirense,Orlando Scarpelli,3,1,SC,RJ,SC,tarde
1962,30,2004-09-12,16h00,Domingo,Fluminense,Flamengo,Fluminense,Maracanã,2,1,RJ,RJ,RJ,tarde
1963,30,2004-09-12,16h00,Domingo,Ponte preta,Paraná,Paraná,Moisés Lucarelli,0,2,SP,PR,PR,tarde
1964,30,2004-09-12,16h00,Domingo,Palmeiras,Santos,Santos,Pacaembu,1,2,SP,SP,SP,tarde
1965,30,2004-09-12,16h00,Domingo,Vitória,Criciúma,Vitória,Barradão,1,0,ES,SC,ES,tarde
1966,31,2004-09-18,16h00,Sábado,Paraná,Guarani,-,Pinheirão,0,0,PR,SP,-,tarde
1967,31,2004-09-18,18h00,Sábado,Criciúma,Fluminense,Fluminense,Heriberto Hulse,0,2,SC,RJ,RJ,tarde
1968,31,2004-09-18,18h00,Sábado,Santos,Atlético-mg,Santos,Vila Belmiro,2,0,SP,MG,SP,tarde
1969,31,2004-09-18,16h00,Sábado,São caetano,Grêmio,São caetano,Anacleto Campanella,2,0,SP,RS,SP,tarde
1970,31,2004-09-19,18h00,Domingo,Coritiba,Palmeiras,-,Couto Pereira,0,0,PR,SP,-,tarde
1971,31,2004-09-19,16h00,Domingo,Corinthians,São paulo,-,Morumbi,0,0,SP,SP,-,tarde
1972,31,2004-09-19,16h00,Domingo,Botafogo-rj,Vasco,-,Maracanã,2,2,RJ,RJ,-,tarde
1973,31,2004-09-19,18h00,Domingo,Cruzeiro,Athlético-pr,Athlético-pr,Mineirão,2,4,MG,PR,PR,tarde
1974,31,2004-09-19,16h00,Domingo,Flamengo,Goiás,Flamengo,Raulino de Oliveira,4,0,RJ,GO,RJ,tarde
1975,31,2004-09-19,16h00,Domingo,Internacional,Vitória,Internacional,Beira Rio,2,1,RS,ES,RS,tarde
1976,31,2004-09-19,16h00,Domingo,Paysandu,Figueirense,Paysandu,Mangueirão,3,1,PA,SC,PA,tarde
1977,31,2004-09-19,16h00,Domingo,Juventude,Ponte preta,Ponte preta,Alfredo Jaconi,1,2,RS,SP,SP,tarde
1978,32,2004-09-24,20h30,Sexta-feira,Figueirense,Ponte preta,Ponte preta,Orlando Scarpelli,0,1,SC,SP,SP,noite
1979,32,2004-09-25,18h00,Sábado,Guarani,Fluminense,-,Brinco de Ouro,1,1,SP,RJ,-,tarde
1980,32,2004-09-25,16h00,Sábado,Atlético-mg,Internacional,-,Mineirão,1,1,MG,RS,-,tarde
1981,32,2004-09-25,18h00,Sábado,Grêmio,São paulo,Grêmio,Olímpico Monumental,2,1,RS,SP,RS,tarde
1982,32,2004-09-25,16h00,Sábado,Paysandu,Cruzeiro,Paysandu,Mangueirão,3,1,PA,MG,PA,tarde
1983,32,2004-09-25,16h00,Sábado,São caetano,Coritiba,São caetano,Anacleto Campanella,1,0,SP,PR,SP,tarde
1984,32,2004-09-26,16h00,Domingo,Athlético-pr,Flamengo,Athlético-pr,Arena da Baixada,2,1,PR,RJ,PR,tarde
1985,32,2004-09-26,18h00,Domingo,Botafogo-rj,Paraná,Botafogo-rj,Caio Martins,4,3,RJ,PR,RJ,tarde
1986,32,2004-09-26,16h00,Domingo,Corinthians,Goiás,Corinthians,Pacaembu,1,0,SP,GO,SP,tarde
1987,32,2004-09-26,16h00,Domingo,Juventude,Criciúma,Juventude,Alfredo Jaconi,1,0,RS,SC,RS,tarde
1988,32,2004-09-26,16h00,Domingo,Vasco,Palmeiras,Palmeiras,São Januário,2,5,RJ,SP,SP,tarde
1989,32,2004-09-26,18h00,Domingo,Santos,Vitória,Santos,Vila Belmiro,4,1,SP,ES,SP,tarde
1990,33,2004-09-28,20h30,Terça-feira,Fluminense,Atlético-mg,-,Maracanã,1,1,RJ,MG,-,noite
1991,33,2004-09-28,20h30,Terça-feira,Cruzeiro,Figueirense,-,Mineirão,3,3,MG,SC,-,noite
1992,33,2004-09-28,20h30,Terça-feira,Coritiba,Grêmio,Coritiba,Couto Pereira,2,1,PR,RS,PR,noite
1993,33,2004-09-28,20h30,Terça-feira,São paulo,Paysandu,São paulo,Morumbi,7,0,SP,PA,SP,noite
1994,33,2004-09-29,21h50,Quarta-feira,Ponte preta,Botafogo-rj,-,Moisés Lucarelli,1,1,SP,RJ,-,noite
1995,33,2004-09-29,21h50,Quarta-feira,Flamengo,Corinthians,-,Maracanã,0,0,RJ,SP,-,noite
1996,33,2004-09-29,20h30,Quarta-feira,Criciúma,Guarani,-,Heriberto Hulse,1,1,SC,SP,-,noite
1997,33,2004-09-29,20h30,Quarta-feira,Vitória,Athlético-pr,Athlético-pr,Barradão,2,3,ES,PR,PR,noite
1998,33,2004-09-29,21h50,Quarta-feira,Internacional,Santos,Internacional,Beira Rio,2,1,RS,SP,RS,noite
1999,33,2004-09-29,20h30,Quarta-feira,Goiás,Juventude,Juventude,Serra Dourada,1,2,GO,RS,RS,noite
2000,33,2004-09-29,20h30,Quarta-feira,Palmeiras,São caetano,Palmeiras,Parque Antártica,3,1,SP,SP,SP,noite
2001,33,2004-09-29,20h30,Quarta-feira,Paraná,Vasco,Paraná,Pinheirão,2,1,PR,RJ,PR,noite
2002,34,2004-10-02,16h00,Sábado,Athlético-pr,Atlético-mg,Athlético-pr,Arena da Baixada,5,0,PR,MG,PR,tarde
2003,34,2004-10-02,16h00,Sábado,Fluminense,Botafogo-rj,Botafogo-rj,Maracanã,1,4,RJ,RJ,RJ,tarde
2004,34,2004-10-02,18h00,Sábado,Cruzeiro,Ponte preta,Cruzeiro,Mineirão,5,0,MG,SP,MG,tarde
2005,34,2004-10-02,16h00,Sábado,Figueirense,Flamengo,Figueirense,Orlando Scarpelli,3,2,SC,RJ,SC,tarde
2006,34,2004-10-02,20h30,Sábado,Grêmio,Criciúma,Grêmio,Olímpico Monumental,2,0,RS,SC,RS,noite
2007,34,2004-10-02,20h30,Sábado,Corinthians,Juventude,Juventude,Pacaembu,1,2,SP,RS,RS,noite
2008,34,2004-10-02,20h30,Sábado,Paraná,Coritiba,Paraná,Pinheirão,1,0,PR,PR,PR,noite
2009,34,2004-10-02,18h00,Sábado,Guarani,Santos,Santos,Brinco de Ouro,0,1,SP,SP,SP,tarde
2010,34,2004-10-02,16h00,Sábado,São caetano,Goiás,São caetano,Anacleto Campanella,2,0,SP,GO,SP,tarde
2011,34,2004-10-02,16h00,Sábado,São paulo,Palmeiras,São paulo,Morumbi,2,1,SP,SP,SP,tarde
2012,34,2004-10-02,15h30,Sábado,Vasco,Internacional,Vasco,São Januário,2,0,RJ,RS,RJ,tarde
2013,34,2004-10-02,17h00,Sábado,Vitória,Paysandu,Vitória,Barradão,4,1,ES,PA,ES,tarde
2014,35,2004-10-06,21h50,Quarta-feira,Santos,Corinthians,-,Vila Belmiro,1,1,SP,SP,-,noite
2015,35,2004-10-06,20h30,Quarta-feira,Coritiba,Cruzeiro,-,Couto Pereira,1,1,PR,MG,-,noite
2016,35,2004-10-06,20h30,Quarta-feira,Criciúma,Internacional,Criciúma,Heriberto Hulse,1,0,SC,RS,SC,noite
2017,35,2004-10-06,21h50,Quarta-feira,Grêmio,Fluminense,Fluminense,Olímpico Monumental,2,3,RS,RJ,RJ,noite
2018,35,2004-10-06,20h30,Quarta-feira,Goiás,Vitória,Goiás,Serra Dourada,4,0,GO,ES,GO,noite
2019,35,2004-10-06,21h50,Quarta-feira,Ponte preta,São paulo,São paulo,Moisés Lucarelli,0,1,SP,SP,SP,noite
2020,35,2004-10-06,20h30,Quarta-feira,Vasco,Figueirense,Vasco,São Januário,1,0,RJ,SC,RJ,noite
2021,35,2004-10-07,20h30,Quinta-feira,Juventude,Athlético-pr,-,Alfredo Jaconi,3,3,RS,PR,-,noite
2022,35,2004-10-07,20h30,Quinta-feira,Paysandu,Flamengo,-,Mangueirão,2,2,PA,RJ,-,noite
2023,35,2004-10-07,20h30,Quinta-feira,Palmeiras,Paraná,-,Parque Antártica,1,1,SP,PR,-,noite
2024,35,2004-10-07,20h30,Quinta-feira,Botafogo-rj,São caetano,-,Caio Martins,1,1,RJ,SP,-,noite
2025,35,2004-10-07,20h30,Quinta-feira,Atlético-mg,Guarani,Atlético-mg,Independência,3,2,MG,SP,MG,noite
2026,36,2004-10-16,16h00,Sábado,Corinthians,Coritiba,-,Pacaembu,0,0,SP,PR,-,tarde
2027,36,2004-10-16,16h00,Sábado,Figueirense,Grêmio,Figueirense,Orlando Scarpelli,2,0,SC,RS,SC,tarde
