ID,Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor,Período Ocorrido 
6842,5,2017-06-07,21:45,Quarta-feira,Vasco,Corinthians,Corinthians,São Januário,2,5,RJ,SP,SP,noite
6843,5,2017-06-07,19:30,Quarta-feira,Coritiba,Palmeiras,Coritiba,Couto Pereira,1,0,PR,SP,PR,noite
6844,5,2017-06-07,21:00,Quarta-feira,Santos,Botafogo-rj,Santos,Pacaembu,1,0,SP,RJ,SP,noite
6845,5,2017-06-07,21:45,Quarta-feira,Sport,Flamengo,Sport,Ilha do Retiro,2,0,PE,RJ,PE,noite
6846,5,2017-06-08,19:30,Quinta-feira,Atlético-go,Ponte preta,Atlético-go,Olímpico Monumental,3,0,GO,SP,GO,noite
6847,5,2017-06-08,21:00,Quinta-feira,Bahia,Cruzeiro,Bahia,Fonte Nova,1,0,BA,MG,BA,noite
6848,5,2017-06-08,20:00,Quinta-feira,Chapecoense,Grêmio,Grêmio,Arena Condá,3,6,SC,RS,RS,noite
6849,5,2017-06-08,19:30,Quinta-feira,São paulo,Vitória,São paulo,Morumbi,2,0,SP,ES,SP,noite
6850,6,2017-06-10,16:00,Sábado,Palmeiras,Fluminense,Palmeiras,Palestra Itália,3,1,SP,RJ,SP,tarde
6851,6,2017-06-10,19:00,Sábado,Vasco,Sport,Vasco,São Januário,2,1,RJ,PE,RJ,noite
6852,6,2017-06-11,11:00,Domingo,Botafogo-rj,Coritiba,-,Engenhão,2,2,RJ,PR,-,manhã
6853,6,2017-06-11,16:00,Domingo,Avaí,Flamengo,-,Ressacada,1,1,SC,RJ,-,tarde
6854,6,2017-06-11,16:00,Domingo,Corinthians,São paulo,Corinthians,Arena Corinthians,3,2,SP,SP,SP,tarde
6855,6,2017-06-11,18:30,Domingo,Cruzeiro,Atlético-go,Cruzeiro,Mineirão,2,0,MG,GO,MG,tarde
6856,6,2017-06-11,16:00,Domingo,Ponte preta,Chapecoense,Ponte preta,Moisés Lucarelli,3,2,SP,SC,SP,tarde
6857,6,2017-06-11,19:00,Domingo,Athlético-pr,Santos,Santos,Arena da Baixada,0,2,PR,SP,SP,noite
6858,6,2017-06-11,16:00,Domingo,Vitória,Atlético-mg,Vitória,Barradão,2,0,ES,MG,ES,tarde
6859,6,2017-06-12,20:00,Segunda-feira,Grêmio,Bahia,Grêmio,Arena do Grêmio,1,0,RS,BA,RS,noite
6860,7,2017-06-14,19:30,Quarta-feira,Vitória,Botafogo-rj,-,Barradão,2,2,ES,RJ,-,noite
6861,7,2017-06-14,19:30,Quarta-feira,Sport,São paulo,-,Ilha do Retiro,0,0,PE,SP,-,noite
6862,7,2017-06-14,19:30,Quarta-feira,Atlético-go,Avaí,Atlético-go,Olímpico Monumental,3,1,GO,SC,GO,noite
6863,7,2017-06-14,19:30,Quarta-feira,Atlético-mg,Athlético-pr,Athlético-pr,Independência,0,1,MG,PR,PR,noite
6864,7,2017-06-14,21:45,Quarta-feira,Chapecoense,Vasco,Chapecoense,Arena Condá,2,1,SC,RJ,SC,noite
6865,7,2017-06-14,21:45,Quarta-feira,Corinthians,Cruzeiro,Corinthians,Arena Corinthians,1,0,SP,MG,SP,noite
6866,7,2017-06-14,21:00,Quarta-feira,Flamengo,Ponte preta,Flamengo,Luso Brasileiro,2,0,RJ,SP,RJ,noite
6867,7,2017-06-14,21:45,Quarta-feira,Santos,Palmeiras,Santos,Vila Belmiro,1,0,SP,SP,SP,noite
6868,7,2017-06-15,16:00,Quinta-feira,Coritiba,Bahia,-,Couto Pereira,0,0,PR,BA,-,tarde
6869,7,2017-06-15,21:00,Quinta-feira,Fluminense,Grêmio,Grêmio,Maracanã,0,2,RJ,RS,RS,noite
6870,8,2017-06-17,21:00,Sábado,Santos,Ponte preta,-,Pacaembu,0,0,SP,SP,-,noite
6871,8,2017-06-17,16:00,Sábado,Atlético-go,Athlético-pr,Athlético-pr,Olímpico Monumental,0,1,GO,PR,PR,tarde
6872,8,2017-06-17,19:00,Sábado,Vasco,Avaí,Vasco,São Januário,1,0,RJ,SC,RJ,noite
6873,8,2017-06-18,11:00,Domingo,Coritiba,Corinthians,-,Couto Pereira,0,0,PR,SP,-,manhã
6874,8,2017-06-18,16:00,Domingo,Fluminense,Flamengo,-,Maracanã,2,2,RJ,RJ,-,tarde
6875,8,2017-06-18,16:00,Domingo,São paulo,Atlético-mg,Atlético-mg,Morumbi,1,2,SP,MG,MG,tarde
6876,8,2017-06-18,16:00,Domingo,Chapecoense,Botafogo-rj,Botafogo-rj,Arena Condá,0,2,SC,RJ,RJ,tarde
6877,8,2017-06-18,16:00,Domingo,Bahia,Palmeiras,Palmeiras,Fonte Nova,2,4,BA,SP,SP,tarde
6878,8,2017-06-18,19:00,Domingo,Sport,Vitória,Vitória,Ilha do Retiro,1,3,PE,ES,ES,noite
6879,8,2017-06-19,20:00,Segunda-feira,Cruzeiro,Grêmio,-,Mineirão,3,3,MG,RS,-,noite
6880,9,2017-06-21,21:45,Quarta-feira,Atlético-mg,Sport,-,Independência,2,2,MG,PE,-,noite
6881,9,2017-06-21,21:45,Quarta-feira,Athlético-pr,São paulo,Athlético-pr,Arena da Baixada,1,0,PR,SP,PR,noite
6882,9,2017-06-21,21:00,Quarta-feira,Botafogo-rj,Vasco,Botafogo-rj,Engenhão,3,1,RJ,RJ,RJ,noite
6883,9,2017-06-21,21:45,Quarta-feira,Avaí,Fluminense,Fluminense,Ressacada,0,3,SC,RJ,RJ,noite
6884,9,2017-06-21,21:00,Quarta-feira,Palmeiras,Atlético-go,Palmeiras,Palestra Itália,1,0,SP,GO,SP,noite
6885,9,2017-06-21,19:30,Quarta-feira,Vitória,Santos,Santos,Barradão,0,2,ES,SP,SP,noite
6886,9,2017-06-22,19:30,Quinta-feira,Corinthians,Bahia,Corinthians,Arena Corinthians,3,0,SP,BA,SP,noite
6887,9,2017-06-22,21:00,Quinta-feira,Flamengo,Chapecoense,Flamengo,Luso Brasileiro,5,1,RJ,SC,RJ,noite
6888,9,2017-06-22,21:00,Quinta-feira,Grêmio,Coritiba,Grêmio,Arena do Grêmio,2,0,RS,PR,RS,noite
6889,9,2017-06-22,19:30,Quinta-feira,Ponte preta,Cruzeiro,Ponte preta,Moisés Lucarelli,1,0,SP,MG,SP,noite
6890,10,2017-06-24,19:00,Sábado,Santos,Sport,Sport,Vila Belmiro,0,1,SP,PE,PE,noite
6891,10,2017-06-25,16:00,Domingo,São paulo,Fluminense,-,Morumbi,1,1,SP,RJ,-,tarde
6892,10,2017-06-25,19:00,Domingo,Chapecoense,Atlético-mg,Atlético-mg,Arena Condá,0,1,SC,MG,MG,noite
6893,10,2017-06-25,16:00,Domingo,Athlético-pr,Vitória,Athlético-pr,Arena da Baixada,4,1,PR,ES,PR,tarde
6894,10,2017-06-25,16:00,Domingo,Grêmio,Corinthians,Corinthians,Arena do Grêmio,0,1,RS,SP,SP,tarde
6895,10,2017-06-25,16:00,Domingo,Cruzeiro,Coritiba,Cruzeiro,Mineirão,2,0,MG,PR,MG,tarde
6896,10,2017-06-25,18:30,Domingo,Bahia,Flamengo,Flamengo,Fonte Nova,0,1,BA,RJ,RJ,tarde
6897,10,2017-06-25,16:00,Domingo,Ponte preta,Palmeiras,Palmeiras,Moisés Lucarelli,1,2,SP,SP,SP,tarde
6898,10,2017-06-25,11:00,Domingo,Vasco,Atlético-go,Vasco,São Januário,1,0,RJ,GO,RJ,manhã
6899,10,2017-06-26,20:00,Segunda-feira,Botafogo-rj,Avaí,Avaí,Engenhão,0,2,RJ,SC,SC,noite
6900,11,2017-07-01,19:00,Sábado,Atlético-go,Santos,-,Olímpico Monumental,1,1,GO,SP,-,noite
6901,11,2017-07-01,16:00,Sábado,Palmeiras,Grêmio,Palmeiras,Pacaembu,1,0,SP,RS,SP,tarde
6902,11,2017-07-02,16:00,Domingo,Vitória,Bahia,-,Barradão,0,0,ES,BA,-,tarde
6903,11,2017-07-02,19:00,Domingo,Avaí,Ponte preta,-,Ressacada,0,0,SC,SP,-,noite
6904,11,2017-07-02,19:00,Domingo,Coritiba,Vasco,-,Vila Capanema,2,2,PR,RJ,-,noite
6905,11,2017-07-02,16:00,Domingo,Atlético-mg,Cruzeiro,Atlético-mg,Independência,3,1,MG,MG,MG,tarde
6906,11,2017-07-02,16:00,Domingo,Corinthians,Botafogo-rj,Corinthians,Arena Corinthians,1,0,SP,RJ,SP,tarde
6907,11,2017-07-02,16:00,Domingo,Flamengo,São paulo,Flamengo,Luso Brasileiro,2,0,RJ,SP,RJ,tarde
6908,11,2017-07-02,16:00,Domingo,Sport,Athlético-pr,Sport,Ilha do Retiro,1,0,PE,PR,PE,tarde
6909,11,2017-07-03,20:00,Segunda-feira,Fluminense,Chapecoense,-,Edson Passos,3,3,RJ,SC,-,noite
6910,12,2017-07-08,19:00,Sábado,Corinthians,Ponte preta,Corinthians,Arena Corinthians,2,0,SP,SP,SP,noite
6911,12,2017-07-08,18:00,Sábado,Vasco,Flamengo,Flamengo,São Januário,0,1,RJ,RJ,RJ,tarde
6912,12,2017-07-08,16:00,Sábado,Atlético-go,Vitória,Vitória,Olímpico Monumental,1,2,GO,ES,ES,tarde
6913,12,2017-07-09,19:00,Domingo,Botafogo-rj,Atlético-mg,-,Engenhão,1,1,RJ,MG,-,noite
6914,12,2017-07-09,11:00,Domingo,Chapecoense,Athlético-pr,-,Arena Condá,1,1,SC,PR,-,manhã
6915,12,2017-07-09,16:00,Domingo,Bahia,Fluminense,-,Fonte Nova,1,1,BA,RJ,-,tarde
6916,12,2017-07-09,16:00,Domingo,Grêmio,Avaí,Avaí,Arena do Grêmio,0,2,RS,SC,SC,tarde
6917,12,2017-07-09,16:00,Domingo,Cruzeiro,Palmeiras,Cruzeiro,Mineirão,3,1,MG,SP,MG,tarde
6918,12,2017-07-09,19:00,Domingo,Santos,São paulo,Santos,Vila Belmiro,3,2,SP,SP,SP,noite
6919,12,2017-07-10,20:00,Segunda-feira,Coritiba,Sport,Sport,Couto Pereira,0,3,PR,PE,PE,noite
6920,13,2017-07-12,19:30,Quarta-feira,Ponte preta,Bahia,Bahia,Moisés Lucarelli,0,3,SP,BA,BA,noite
6921,13,2017-07-12,21:00,Quarta-feira,Fluminense,Botafogo-rj,Botafogo-rj,Maracanã,0,1,RJ,RJ,RJ,noite
6922,13,2017-07-12,21:45,Quarta-feira,Palmeiras,Corinthians,Corinthians,Palestra Itália,0,2,SP,SP,SP,noite
6923,13,2017-07-12,21:45,Quarta-feira,Athlético-pr,Cruzeiro,Cruzeiro,Arena da Baixada,0,2,PR,MG,MG,noite
6924,13,2017-07-12,19:30,Quarta-feira,Atlético-mg,Santos,Santos,Independência,0,1,MG,SP,SP,noite
6925,13,2017-07-12,21:45,Quarta-feira,Vitória,Vasco,Vasco,Barradão,1,4,ES,RJ,RJ,noite
6926,13,2017-07-13,19:30,Quinta-feira,São paulo,Atlético-go,-,Morumbi,2,2,SP,GO,-,noite
6927,13,2017-07-13,21:00,Quinta-feira,Avaí,Coritiba,Coritiba,Ressacada,1,4,SC,PR,PR,noite
6928,13,2017-07-13,19:30,Quinta-feira,Flamengo,Grêmio,Grêmio,Luso Brasileiro,0,1,RJ,RS,RS,noite
6929,13,2017-07-13,19:30,Quinta-feira,Sport,Chapecoense,Sport,Arena Pernambuco,3,0,PE,SC,PE,noite
6930,14,2017-07-15,19:00,Sábado,Corinthians,Athlético-pr,-,Arena Corinthians,2,2,SP,PR,-,noite
6931,14,2017-07-16,19:00,Domingo,Bahia,Avaí,-,Pituaçu,1,1,BA,SC,-,noite
6932,14,2017-07-16,16:00,Domingo,Cruzeiro,Flamengo,-,Mineirão,1,1,MG,RJ,-,tarde
6933,14,2017-07-16,16:00,Domingo,Vasco,Santos,-,Engenhão,0,0,RJ,SP,-,tarde
6934,14,2017-07-16,16:00,Domingo,Atlético-go,Atlético-mg,Atlético-mg,Olímpico Monumental,1,2,GO,MG,MG,tarde
6935,14,2017-07-16,16:00,Domingo,Chapecoense,São paulo,Chapecoense,Arena Condá,2,0,SC,SP,SC,tarde
6936,14,2017-07-16,19:00,Domingo,Coritiba,Fluminense,Fluminense,Couto Pereira,1,2,PR,RJ,RJ,noite
6937,14,2017-07-16,16:00,Domingo,Grêmio,Ponte preta,Grêmio,Arena do Grêmio,3,1,RS,SP,RS,tarde
6938,14,2017-07-16,11:00,Domingo,Palmeiras,Vitória,Palmeiras,Palestra Itália,4,2,SP,ES,SP,manhã
6939,14,2017-07-17,20:00,Segunda-feira,Botafogo-rj,Sport,Botafogo-rj,Engenhão,2,1,RJ,PE,RJ,noite
6940,15,2017-07-19,21:00,Quarta-feira,Avaí,Corinthians,-,Ressacada,0,0,SC,SP,-,noite
6941,15,2017-07-19,21:45,Quarta-feira,Flamengo,Palmeiras,-,Luso Brasileiro,2,2,RJ,SP,-,noite
6942,15,2017-07-19,21:45,Quarta-feira,Atlético-mg,Bahia,Bahia,Independência,0,2,MG,BA,BA,noite
6943,15,2017-07-19,19:30,Quarta-feira,Vitória,Grêmio,Grêmio,Barradão,1,3,ES,RS,RS,noite
6944,15,2017-07-19,21:00,Quarta-feira,Ponte preta,Coritiba,Ponte preta,Moisés Lucarelli,4,0,SP,PR,SP,noite
6945,15,2017-07-19,19:30,Quarta-feira,Santos,Chapecoense,Santos,Vila Belmiro,1,0,SP,SC,SP,noite
6946,15,2017-07-19,21:45,Quarta-feira,São paulo,Vasco,São paulo,Morumbi,1,0,SP,RJ,SP,noite
6947,15,2017-07-20,21:00,Quinta-feira,Athlético-pr,Botafogo-rj,-,Arena da Baixada,0,0,PR,RJ,-,noite
6948,15,2017-07-20,19:30,Quinta-feira,Fluminense,Cruzeiro,-,Edson Passos,1,1,RJ,MG,-,noite
6949,15,2017-07-20,20:00,Quinta-feira,Sport,Atlético-go,Sport,Ilha do Retiro,4,0,PE,GO,PE,noite
6950,16,2017-07-22,16:00,Sábado,Vitória,Chapecoense,Chapecoense,Barradão,1,2,ES,SC,SC,tarde
6951,16,2017-07-22,19:00,Sábado,Flamengo,Coritiba,Flamengo,Luso Brasileiro,2,1,RJ,PR,RJ,noite
6952,16,2017-07-23,19:00,Domingo,Atlético-go,Botafogo-rj,-,Olímpico Monumental,1,1,GO,RJ,-,noite
6953,16,2017-07-23,16:00,Domingo,Avaí,Cruzeiro,Avaí,Ressacada,1,0,SC,MG,SC,tarde
6954,16,2017-07-23,16:00,Domingo,Fluminense,Corinthians,Corinthians,Maracanã,0,1,RJ,SP,SP,tarde
6955,16,2017-07-23,16:00,Domingo,Sport,Palmeiras,Palmeiras,Arena Pernambuco,0,2,PE,SP,SP,tarde
6956,16,2017-07-23,19:00,Domingo,Athlético-pr,Ponte preta,Ponte preta,Arena da Baixada,0,2,PR,SP,SP,noite
6957,16,2017-07-23,11:00,Domingo,Santos,Bahia,Santos,Pacaembu,3,0,SP,BA,SP,manhã
6958,16,2017-07-23,19:00,Domingo,Atlético-mg,Vasco,Vasco,Independência,1,2,MG,RJ,RJ,noite
6959,16,2017-07-24,20:00,Segunda-feira,São paulo,Grêmio,-,Morumbi,1,1,SP,RS,-,noite
6960,17,2017-07-29,19:00,Sábado,Palmeiras,Avaí,Palmeiras,Palestra Itália,2,0,SP,SC,SP,noite
6961,17,2017-07-29,16:00,Sábado,Botafogo-rj,São paulo,São paulo,Engenhão,3,4,RJ,SP,SP,tarde
6962,17,2017-07-30,16:00,Domingo,Corinthians,Flamengo,-,Arena Corinthians,1,1,SP,RJ,-,tarde
6963,17,2017-07-30,19:00,Domingo,Grêmio,Santos,-,Arena do Grêmio,1,1,RS,SP,-,noite
6964,17,2017-07-30,19:00,Domingo,Cruzeiro,Vitória,-,Mineirão,0,0,MG,ES,-,noite
6965,17,2017-07-30,11:00,Domingo,Chapecoense,Atlético-go,Atlético-go,Arena Condá,1,2,SC,GO,GO,manhã
6966,17,2017-07-30,16:00,Domingo,Coritiba,Atlético-mg,Atlético-mg,Couto Pereira,0,2,PR,MG,MG,tarde
6967,17,2017-07-30,16:00,Domingo,Bahia,Sport,Sport,Fonte Nova,1,3,BA,PE,PE,tarde
6968,17,2017-07-31,20:00,Segunda-feira,Vasco,Athlético-pr,Athlético-pr,Raulino de Oliveira,0,1,RJ,PR,PR,noite
6969,18,2017-08-02,19:30,Quarta-feira,Chapecoense,Bahia,-,Arena Condá,1,1,SC,BA,-,noite
6970,18,2017-08-02,19:30,Quarta-feira,Sport,Fluminense,-,Ilha do Retiro,2,2,PE,RJ,-,noite
6971,18,2017-08-02,21:00,Quarta-feira,Atlético-mg,Corinthians,Corinthians,Mineirão,0,2,MG,SP,SP,noite
6972,18,2017-08-02,21:45,Quarta-feira,Atlético-go,Grêmio,Grêmio,Olímpico Monumental,0,1,GO,RS,RS,noite
6973,18,2017-08-02,21:45,Quarta-feira,Botafogo-rj,Palmeiras,Palmeiras,Engenhão,1,2,RJ,SP,SP,noite
6974,18,2017-08-02,21:45,Quarta-feira,Santos,Flamengo,Santos,Pacaembu,3,2,SP,RJ,SP,noite
6975,18,2017-08-02,21:00,Quarta-feira,Vitória,Ponte preta,Vitória,Barradão,3,1,ES,SP,ES,noite
6976,18,2017-08-03,19:30,Quinta-feira,Athlético-pr,Avaí,Athlético-pr,Arena da Baixada,5,0,PR,SC,PR,noite
6977,18,2017-08-03,19:30,Quinta-feira,São paulo,Coritiba,Coritiba,Morumbi,1,2,SP,PR,PR,noite
6978,18,2017-08-03,20:00,Quinta-feira,Vasco,Cruzeiro,Cruzeiro,Raulino de Oliveira,0,3,RJ,MG,MG,noite
6979,19,2017-08-05,19:00,Sábado,Corinthians,Sport,Corinthians,Arena Corinthians,3,1,SP,PE,SP,noite
6980,19,2017-08-05,19:00,Sábado,Fluminense,Atlético-go,Fluminense,Maracanã,3,1,RJ,GO,RJ,noite
6981,19,2017-08-06,16:00,Domingo,Cruzeiro,Botafogo-rj,-,Mineirão,0,0,MG,RJ,-,tarde
6982,19,2017-08-06,19:00,Domingo,Avaí,Santos,-,Ressacada,0,0,SC,SP,-,noite
6983,19,2017-08-06,19:00,Domingo,Ponte preta,Vasco,-,Moisés Lucarelli,0,0,SP,RJ,-,noite
6984,19,2017-08-06,16:00,Domingo,Palmeiras,Athlético-pr,Athlético-pr,Palestra Itália,0,1,SP,PR,PR,tarde
6985,19,2017-08-06,16:00,Domingo,Bahia,São paulo,Bahia,Fonte Nova,2,1,BA,SP,BA,tarde
6986,19,2017-08-06,16:00,Domingo,Coritiba,Chapecoense,Coritiba,Couto Pereira,2,0,PR,SC,PR,tarde
6987,19,2017-08-06,16:00,Domingo,Grêmio,Atlético-mg,Grêmio,Arena do Grêmio,2,0,RS,MG,RS,tarde
6988,19,2017-08-06,11:00,Domingo,Flamengo,Vitória,Vitória,Luso Brasileiro,0,2,RJ,ES,ES,manhã
6989,17,2017-08-09,20:00,Quarta-feira,Ponte preta,Fluminense,-,Moisés Lucarelli,0,0,SP,RJ,-,noite
6990,20,2017-08-12,16:00,Sábado,Atlético-go,Coritiba,Atlético-go,Olímpico Monumental,1,0,GO,PR,GO,tarde
6991,20,2017-08-12,19:00,Sábado,Vitória,Avaí,Avaí,Barradão,0,1,ES,SC,SC,noite
6992,20,2017-08-13,16:00,Domingo,Vasco,Palmeiras,-,Raulino de Oliveira,1,1,RJ,SP,-,tarde
6993,20,2017-08-13,16:00,Domingo,Sport,Ponte preta,-,Ilha do Retiro,0,0,PE,SP,-,tarde
6994,20,2017-08-13,16:00,Domingo,Atlético-mg,Flamengo,Atlético-mg,Independência,2,0,MG,RJ,MG,tarde
6995,20,2017-08-13,19:00,Domingo,Athlético-pr,Bahia,Athlético-pr,Arena da Baixada,4,1,PR,BA,PR,noite
6996,20,2017-08-13,19:00,Domingo,Botafogo-rj,Grêmio,Botafogo-rj,Engenhão,1,0,RJ,RS,RJ,noite
6997,20,2017-08-13,11:00,Domingo,São paulo,Cruzeiro,São paulo,Morumbi,3,2,SP,MG,SP,manhã
6998,20,2017-08-14,20:00,Segunda-feira,Santos,Fluminense,-,Pacaembu,0,0,SP,RJ,-,noite
6999,21,2017-08-19,19:00,Sábado,Flamengo,Atlético-go,Flamengo,Luso Brasileiro,2,0,RJ,GO,RJ,noite
7000,21,2017-08-19,16:00,Sábado,Corinthians,Vitória,Vitória,Arena Corinthians,0,1,SP,ES,ES,tarde
7001,21,2017-08-20,11:00,Domingo,Grêmio,Athlético-pr,-,Arena do Grêmio,0,0,RS,PR,-,manhã
7002,21,2017-08-20,19:00,Domingo,Coritiba,Santos,-,Couto Pereira,0,0,PR,SP,-,noite
7003,21,2017-08-20,16:00,Domingo,Avaí,São paulo,-,Ressacada,1,1,SC,SP,-,tarde
7004,21,2017-08-20,16:00,Domingo,Bahia,Vasco,Bahia,Fonte Nova,3,0,BA,RJ,BA,tarde
7005,21,2017-08-20,19:00,Domingo,Palmeiras,Chapecoense,Chapecoense,Palestra Itália,0,2,SP,SC,SC,noite
7006,21,2017-08-20,16:00,Domingo,Cruzeiro,Sport,Cruzeiro,Mineirão,2,0,MG,PE,MG,tarde
7007,21,2017-08-20,16:00,Domingo,Ponte preta,Botafogo-rj,Ponte preta,Moisés Lucarelli,2,1,SP,RJ,SP,tarde
7008,21,2017-08-21,20:00,Segunda-feira,Fluminense,Atlético-mg,Fluminense,Maracanã,2,1,RJ,MG,RJ,noite
7009,20,2017-08-23,19:30,Quarta-feira,Chapecoense,Corinthians,Corinthians,Arena Condá,0,1,SC,SP,SP,noite
7010,22,2017-08-26,19:00,Sábado,Corinthians,Atlético-go,Atlético-go,Arena Corinthians,0,1,SP,GO,GO,noite
7011,22,2017-08-26,16:00,Sábado,Fluminense,Vasco,Vasco,Maracanã,0,1,RJ,RJ,RJ,tarde
7012,22,2017-08-27,19:00,Domingo,Cruzeiro,Santos,-,Mineirão,1,1,MG,SP,-,noite
7013,22,2017-08-27,16:00,Domingo,Ponte preta,Atlético-mg,Atlético-mg,Moisés Lucarelli,1,2,SP,MG,MG,tarde
7014,22,2017-08-27,19:00,Domingo,Avaí,Chapecoense,Avaí,Ressacada,1,0,SC,SC,SC,noite
7015,22,2017-08-27,16:00,Domingo,Bahia,Botafogo-rj,Botafogo-rj,Fonte Nova,1,2,BA,RJ,RJ,tarde
7016,22,2017-08-27,16:00,Domingo,Flamengo,Athlético-pr,Flamengo,Luso Brasileiro,2,0,RJ,PR,RJ,tarde
7017,22,2017-08-27,16:00,Domingo,Palmeiras,São paulo,Palmeiras,Palestra Itália,4,2,SP,SP,SP,tarde
7018,22,2017-08-28,20:00,Segunda-feira,Coritiba,Vitória,Vitória,Couto Pereira,0,1,PR,ES,ES,noite
7019,22,2017-09-02,16:00,Sábado,Grêmio,Sport,Grêmio,Arena do Grêmio,5,0,RS,PE,RS,tarde
7020,23,2017-09-09,16:00,Sábado,Atlético-mg,Palmeiras,-,Independência,1,1,MG,SP,-,tarde
7021,23,2017-09-09,19:00,Sábado,São paulo,Ponte preta,-,Morumbi,2,2,SP,SP,-,noite
7022,23,2017-09-09,18:00,Sábado,Vasco,Grêmio,Vasco,São Januário,1,0,RJ,RS,RJ,tarde
7023,23,2017-09-10,11:00,Domingo,Athlético-pr,Coritiba,-,Arena da Baixada,1,1,PR,PR,-,manhã
7024,23,2017-09-10,16:00,Domingo,Vitória,Fluminense,-,Barradão,2,2,ES,RJ,-,tarde
7025,23,2017-09-10,16:00,Domingo,Sport,Avaí,Avaí,Ilha do Retiro,0,1,PE,SC,SC,tarde
7026,23,2017-09-10,19:00,Domingo,Botafogo-rj,Flamengo,Botafogo-rj,Engenhão,2,0,RJ,RJ,RJ,noite
7027,23,2017-09-10,19:00,Domingo,Chapecoense,Cruzeiro,Cruzeiro,Arena Condá,1,2,SC,MG,MG,noite
7028,23,2017-09-10,16:00,Domingo,Santos,Corinthians,Santos,Vila Belmiro,2,0,SP,SP,SP,tarde
7029,23,2017-09-11,20:00,Segunda-feira,Atlético-go,Bahia,-,Olímpico Monumental,1,1,GO,BA,-,noite
7030,24,2017-09-16,21:00,Sábado,Ponte preta,Atlético-go,Atlético-go,Moisés Lucarelli,1,3,SP,GO,GO,noite
7031,24,2017-09-16,19:00,Sábado,Botafogo-rj,Santos,Botafogo-rj,Engenhão,2,0,RJ,SP,RJ,noite
7032,24,2017-09-17,11:00,Domingo,Avaí,Atlético-mg,-,Ressacada,1,1,SC,MG,-,manhã
7033,24,2017-09-17,16:00,Domingo,Athlético-pr,Fluminense,Athlético-pr,Arena da Baixada,3,1,PR,RJ,PR,tarde
7034,24,2017-09-17,16:00,Domingo,Grêmio,Chapecoense,Chapecoense,Arena do Grêmio,0,1,RS,SC,SC,tarde
7035,24,2017-09-17,16:00,Domingo,Corinthians,Vasco,Corinthians,Arena Corinthians,1,0,SP,RJ,SP,tarde
7036,24,2017-09-17,19:00,Domingo,Cruzeiro,Bahia,Cruzeiro,Mineirão,1,0,MG,BA,MG,noite
7037,24,2017-09-17,16:00,Domingo,Flamengo,Sport,Flamengo,Luso Brasileiro,2,0,RJ,PE,RJ,tarde
7038,24,2017-09-17,16:00,Domingo,Vitória,São paulo,São paulo,Barradão,1,2,ES,SP,SP,tarde
7039,24,2017-09-18,20:00,Segunda-feira,Palmeiras,Coritiba,Palmeiras,Pacaembu,1,0,SP,PR,SP,noite
7040,25,2017-09-23,19:00,Sábado,Flamengo,Avaí,-,Luso Brasileiro,1,1,RJ,SC,-,noite
7041,25,2017-09-23,21:00,Sábado,Santos,Athlético-pr,Santos,Vila Belmiro,1,0,SP,PR,SP,noite
7042,25,2017-09-24,11:00,Domingo,São paulo,Corinthians,-,Morumbi,1,1,SP,SP,-,manhã
7043,25,2017-09-24,19:00,Domingo,Bahia,Grêmio,Bahia,Fonte Nova,1,0,BA,RS,BA,noite
7044,25,2017-09-24,16:00,Domingo,Coritiba,Botafogo-rj,Botafogo-rj,Couto Pereira,2,3,PR,RJ,RJ,tarde
7045,25,2017-09-24,16:00,Domingo,Chapecoense,Ponte preta,Chapecoense,Arena Condá,1,0,SC,SP,SC,tarde
7046,25,2017-09-24,16:00,Domingo,Atlético-go,Cruzeiro,Cruzeiro,Olímpico Monumental,1,2,GO,MG,MG,tarde
7047,25,2017-09-24,16:00,Domingo,Fluminense,Palmeiras,Palmeiras,Maracanã,0,1,RJ,SP,SP,tarde
7048,25,2017-09-24,19:00,Domingo,Atlético-mg,Vitória,Vitória,Independência,1,3,MG,ES,ES,noite
7049,25,2017-09-25,20:00,Segunda-feira,Sport,Vasco,-,Ilha do Retiro,1,1,PE,RJ,-,noite
7050,26,2017-09-30,16:00,Sábado,Vasco,Chapecoense,-,São Januário,1,1,RJ,SC,-,tarde
7051,26,2017-09-30,16:00,Sábado,Bahia,Coritiba,-,Fonte Nova,1,1,BA,PR,-,tarde
7052,26,2017-09-30,19:00,Sábado,Palmeiras,Santos,Santos,Palestra Itália,0,1,SP,SP,SP,noite
7053,26,2017-10-01,16:00,Domingo,Cruzeiro,Corinthians,-,Mineirão,1,1,MG,SP,-,tarde
7054,26,2017-10-01,16:00,Domingo,Avaí,Atlético-go,Atlético-go,Ressacada,0,2,SC,GO,GO,tarde
7055,26,2017-10-01,19:00,Domingo,Athlético-pr,Atlético-mg,Atlético-mg,Arena da Baixada,0,2,PR,MG,MG,noite
7056,26,2017-10-01,16:00,Domingo,Grêmio,Fluminense,Grêmio,Arena do Grêmio,1,0,RS,RJ,RS,tarde
7057,26,2017-10-01,16:00,Domingo,São paulo,Sport,São paulo,Morumbi,1,0,SP,PE,SP,tarde
7058,26,2017-10-01,16:00,Domingo,Botafogo-rj,Vitória,Vitória,Engenhão,2,3,RJ,ES,ES,tarde
